id_perso,nom_personnage,id_livre
1,Aloysius X.L. Pendergast,39030
2,Margo Green,39030
3,William Smithback,39030
4,Dr. Whitney C. Frock,39030
5,Laura Hayward,39030
6,Jack Waxie,39030
7,Bryce Harriman,39030
8,Vincent D'Agosta,39030
9,Abigail Wendover,311164
10,Miles Calverleigh,311164
11,Phoebe Marlow,32105
12,Sylvester,32105
13,Duke of Salford,32105
14,Asterix,71292
15,Obelix,71292
16,Julius Caesar,71292
17,Panoramix,71292
18,Assurancetourix,71292
19,Abraracourcix,71292
20,Gwendolyn Margaret Elizabeth Lancaster,24876258
21,Captain Francis Madison Grimm,24876258
22,Benedict Sorellin-Lancaster,24876258
23,Folly,24876258
24,Bridget Tagwynn,24876258
25,Rowl,24876258
26,Efferus Effrenus Ferus,24876258
27,"Geraldine ""Chicky"" Starr",15990489
28,Walter Starr,15990489
29,Miss Queenie Sheedy,15990489
30,Mrs. Cassidy,15990489
31,Orla,15990489
32,Chicky's niece,15990489
33,Bridget O'Hara,15990489
34,Foxy Farrell,15990489
35,Nuala,15990489
36,Chicky's girlhood friend,15990489
37,Rigger,15990489
38,Father Johnson,15990489
39,Winnie,15990489
40,a nurse in Dublin,15990489
41,Teddy Hennessy,15990489
42,Lillian Hennessy,15990489
43,"John ""Cory"" Salinas",15990489
44,Freda O'Donovan,15990489
45,Maria Rosa Salinas,15990489
46,Monica Salinas,15990489
47,Miss Nell Howe,15990489
48,Irene O'Connor,15990489
49,"Igatious ""Nasey""",15990489
50,Charlie Wall,15990489
51,Ann Wall,15990489
52,Anders Almkvist,15990489
53,Eva O'Donovan,15990489
54,Mark Malone (A Week in Winter),15990489
55,Jessica Sheffield,15743075
56,Alistair Lucius Caulfield,15743075
57,Marty Coslaw,550844
58,Uncle Al (Cycle of the Werewolf),550844
59,Arnie Westrum,550844
60,Stella Randolph,550844
61,Brady Kincaid,550844
62,Reverend Lester Lowe,550844
63,Clyde Corliss,550844
64,Alfie Knopfler,550844
65,Lander Neary,550844
66,Elmer Zinneman,550844
67,Pete Zinneman,550844
68,Milt Sturmfuller,550844
69,Catherine Ravenscroft,23346719
70,Robert Ravenscroft,23346719
71,Stephen Brigstocke,23346719
72,Mary Russell,274400
73,Ali Hazr,274400
74,Mahmoud Hazr,274400
75,Sherlock Holmes,274400
76,Jules-Ferry lycÃ©e,1977834
77,"Jacqueline Delanque ""Louki""",1977834
78,Jeanette Gaul,1977834
79,Jean-Pierre Choureau,1977834
80,Lucas Hunter,7831145
81,Brenna Shane Kincaid,7831145
82,Judd Lauren,7831145
83,Mercy Smith,7831145
84,Andrew Liam Kincaid,7831145
85,Riley Aedan Kincaid,7831145
86,Hawke Snow,7831145
87,Indigo Riviere,7831145
88,Riaz Delgado,7831145
89,Sienna Lauren,7831145
90,Abel Riviere,7831145
91,Tarah Riviere,7831145
92,Nikita Duncan,7831145
93,Max Shannon,7831145
94,Kaleb Krycheck,7831145
95,Anthony Kyriakus,7831145
96,Rosethorn,58893
97,Sandrilene fa Toren,58893
98,Trisana Chandler,58893
99,Briar Moss,58893
100,Daja Kisubo,58893
101,Niklaren Goldeye,58893
102,Frostpine,58893
103,Lark,58893
104,Sandrilene fa Toren,153783
105,Trisana Chandler,153783
106,Briar Moss,153783
107,Daja Kisubo,153783
108,Dilly Burden,3004139
109,Wheeler Burden,3004139
110,Mia Thermopolis,93729
111,Lilly Moscovitz,93729
112,Michael Moscovitz,93729
113,"""GrandmÃ¨re"" Clarisse Renaldo",93729
114,Tina Hakim Baba,93729
115,Phillipe Renaldo,93729
116,Lee,71869
117,Ellie Linton,71869
118,Homer Yannos,71869
119,Fiona Maxwell,71869
120,Kevin Holmes,71869
121,Arthur Birling,900682
122,Sheila Birling,900682
123,Eric Birling,900682
124,Edna,900682
125,Gerald Croft,900682
126,Inspector Goole,900682
127,Zinzi December,7163862
128,Peter Shock,621687
129,Kate Dyer,621687
130,Gideon Seymour,621687
131,Ivy Rowe,199635
132,Madeline Breton,39097
133,Anatole St. Leger,39097
134,Lizzie Summers,7129468
135,Hudson Jones,7129468
136,Carina Jurgensen,7129468
137,Katia Summers,7129468
138,Holla Jones,7129468
139,Karl Jurgensen,7129468
140,David Rain,1891296
141,Alexa Martindale,1891296
142,Tam Farrell,1891296
143,Suzanna Martindale,1891296
144,Elizabeth Pennykettle,1891296
145,Lucy Pennykettle,1891296
146,Gray Pierce,294042
147,Painter Crowe,294042
148,Monk Kokkalis,294042
149,Seichan,294042
150,Lisa Cummings,294042
151,Hawk (Shannara),15549
152,Findo Gask,15549
153,Logan Tom,15549
154,Angel Perez,15549
155,Lena Morrissey,19286623
156,Jimmy Ferris,19286623
157,Commissario Guido Brunetti,28978
158,Paola Brunetti,28978
159,Lucy Gault,167302
160,Everard Gault,167302
161,Heloise Gault,167302
162,Mary Challoner,311308
163,Dominic Alistair,311308
164,Marquis of Vidal,311308
165,Harley Quin,16356
166,Mr. Satterthwaite,16356
167,Valek,16130758
168,Yelena Zaltana,16130758
169,Julia Devaux,922119
170,Sam Cooper,922119
171,Danilo Silva,5350
172,Patrick Lanigan,5350
173,Whitley Strieber,294285
174,Sylvester Duncan,457762
175,Mr Duncan,457762
176,Mrs Duncan,457762
177,Cleopatra,618924
178,Alex Cross,13151
179,"Jamilla ""Jam"" Hughes",13151
180,"Regina ""Nana Mama"" Cross",13151
181,Geoffrey Shafer,13151
182,Ned Mahoney,13151
183,Bill Gray,402
184,Karen Janney,402
185,Bracken,878307
186,Rebecca,878307
187,Mandrake,878307
188,Mia Thermopolis,85993
189,Michael Moscovitz,85993
190,"""GrandmÃ¨re"" Clarisse Renaldo",85993
191,Decker Argeneau Pimms,3942622
192,Danielle 'Dani' McGill,3942622
193,Nimrod,339026
194,John Gaunt,339026
195,Philippa Gaunt,339026
196,Serena van der Woodsen,37451
197,Blair Waldorf,37451
198,Nate Archibald,37451
199,"Charles ""Chuck"" Bass",37451
200,Dan Humphrey,37451
201,Jenny Humphrey,37451
202,Vanessa Abrams,37451
203,Sophia Waterhouse,11273356
204,Sylvan,11273356
205,Tintin,146106
206,Captain Archibald Haddock,146106
207,Thomson & Thompson,146106
208,Bianca Castafiore,146106
209,Jolyon Wagg,146106
210,Snowy,146106
211,Nestor,146106
212,Professor Calculus,146106
213,Lucy Eyelesbarrow,140278
214,Elspeth McGillicuddy,140278
215,Luther Crackenthorpe,140278
216,Cedric Crackenthorpe,140278
217,Harold Crackenthorpe,140278
218,Alfred Crackenthorpe,140278
219,Emma Crackenthorpe,140278
220,Bryan Eastley,140278
221,Alexander Eastley,140278
222,Dr. Quimper,140278
223,Dermot Craddock,140278
224,Miss Marple,140278
225,Frank Cornish,140278
226,Mirabeau LaRouche,6503152
227,Tiny McGraw,6503152
228,Zeeland,6503152
229,Julianne,6503152
230,Kristy Morgan,6503152
231,Adrian Kruger,6503152
232,Lady Jane Grey,1933181
233,Henry VIII of England,1933181
234,Kat Ashley,1933181
235,Catherine Parr,1933181
236,Elizabeth I of England,1933181
237,Edward VI of England,1933181
238,Mary I of England,1933181
239,Atticus O'Sullivan,12700306
240,Oberon (Iron Druid),12700306
241,Granuaile,12700306
242,Teresa Hamilton,17558817
243,Jase Winstead,17558817
244,Thomas Lang,45234
245,Diesel (âLizzy & Dieselâ),6420
246,Stephanie Plum,6420
247,Josef Schwarz,125432
248,Helen (The Night in Lisbon),125432
249,Laura Ingalls Wilder,8296
250,Rose Wilder Lane,8296
251,Almanzo Wilder,8296
252,Sarah (Bible),7958
253,Lot (Bible),7958
254,Hagar (Bible),7958
255,Abraham (Bible),7958
256,Gabriel Allon,93794
257,Julian Isherwood,93794
258,Adrian Carter,93794
259,"James Alfred ""Alf"" Wight",943903
260,Sylvie Davis,6064646
261,Rhys Griffith,6064646
262,Jules Jacobson,15815333
263,Ethan,15815333
264,Ash Wolf,15815333
265,Jonah,15815333
266,Cathy,15815333
267,Goodman,15815333
268,Number 6,11237412
269,Katarina,11237412
270,Stephan Coleman,13605496
271,Brianna Reeves,13605496
272,Tina,153193
273,"Elizabeth ""Betsy"" Taylor",153193
274,Eric Sinclair,153193
275,Dr. Marc Spangler,153193
276,Jessica Watson,153193
277,Emma Malloy,10329483
278,Sean OâConnor,10329483
279,Dellarobia Turnbow,13438524
280,Sita,137972
281,Seymour Dorsten,137972
282,Ray Riley,137972
283,Cricket Cherpin,15814479
284,Wynona Bidaban,15814479
285,Callie,143691
286,Alan,143691
287,Smoky Barrett,143691
288,Maximilien Robespierre,862108
289,Louis Antoine de Saint-Just,862108
290,Madame Roland,862108
291,Camille Desmoulins,862108
292,Georges-Jaques Danton,862108
293,Pauline Leon,862108
294,Claire Lacombe,862108
295,Charles Hayward,16315
296,Sophia Leonides,16315
297,Josephine Leonides,16315
298,Edith de Haviland,16315
299,Chief Inspector Taverner,16315
300,Brenda Leonides,16315
301,Aristide Leonides,16315
302,The Old Man,16315
303,Detective Sergeant Lamb,16315
304,Philip Leonides,16315
305,Magda Leonides,16315
306,Roger Leonides,16315
307,Clemency Leonides,16315
308,Laurence Brown,16315
309,Eustace Leonides,16315
310,Marjane Satrapi,9526
311,Billy Lynn,13325079
312,Marmee,1946
313,Meg March,1946
314,Beth March,1946
315,Amy March,1946
316,Laurie Laurence,1946
317,Mr. Laurence,1946
318,Professor Bhaer,1946
319,Rob Bhaer,1946
320,Teddy Bhaer,1946
321,Daisy Brooke,1946
322,Demi Brooke,1946
323,Mr. March,1946
324,Jo March,1946
325,Aunt March,1946
326,John Brooke,1946
327,Henri de Marsay,1988040
328,FÃ©lix de Vandenesse,1988040
329,Blanche-Henriette de Mortsauf,1988040
330,Lady Arabela Dudley,1988040
331,Comte de Mortsauf,1988040
332,Lord Dudley,1988040
333,Nathalie de Manerville,1988040
334,Geoffrey Berkley,107792
335,Elizabeth Montwright,107792
336,"Hieronymus ""Harry"" Bosch",126507
337,Eleanor Wish,126507
338,Roy Lindell,126507
339,"Kizmin ""Kiz"" Rider",126507
340,Lawton Cross,126507
341,Linus Simonson,126507
342,John Peoples,126507
343,Maddie Bosch,126507
344,Callum,15817326
345,Sonia Arlington,15817326
346,Will Stanton,24963
347,Simon Drew,24963
348,Merry Lyon,24963
349,Jane Drew,24963
350,Barnabas Drew,24963
351,EÃ¤rendil,7346
352,Ãlfwine of England,7346
353,LÃºthien,7346
354,Elizabeth Bennet,6359133
355,Fitzwilliam Darcy,6359133
356,Cork O'Connor,175828
357,Sabrina Grimm,2073686
358,Daphne Grimm,2073686
359,Newton,670686
360,Professor Shonku,670686
361,Malory Price,762053
362,Michael Flynn Hennessy,762053
363,Dana Steele,762053
364,Jordan Hawke,762053
365,Zoe McCourt,762053
366,"Bradley ""Brad"" Charles Vane IV",762053
367,Kade,74043
368,Riley Jenson,74043
369,Rhoan Jenson,74043
370,Quinn O'Connor,74043
371,Kellen,74043
372,Jack Tenpenny,74043
373,Misha Rollins,74043
374,Liander,74043
375,Margrave Royston,2305862
376,Celia Havering,16182
377,Dr John MacAndrew,16182
378,Richard MacAndrew,16182
379,Julia Lacey,16182
380,"Caroline ""Merit"" Merit",11746102
381,Ethan Sullivan,11746102
382,Mallory Carmichael,11746102
383,Catcher Bell,11746102
384,Jeff Christopher,11746102
385,Lindsey,11746102
386,Jonah,11746102
387,Seth Tate,11746102
388,Darius West,11746102
389,Gabriel Keen,11746102
390,Rob McMorran,961831
391,Verity Grey,961831
392,David Fortune,961831
393,Peter Quinnell,961831
394,Erica Falck,7058405
395,Patrik HedstrÃ¶m,7058405
396,Sam Vimes,34524
397,Young Sam Vimes,34524
398,Cut Me Own Throat Dibbler,34524
399,Foul Ole Ron,34524
400,Havelock Vetinari,34524
401,Brent Runyon,216196
402,Olive Wellwood,6280379
403,Tom Wellwood,6280379
404,Dorothy Wellwood,6280379
405,Julian Cain,6280379
406,Humphrey Wellwood,6280379
407,Philip Warren,6280379
408,Elsie Warren,6280379
409,Prosper Cain,6280379
410,Benedict Fludd,6280379
411,Florence Cain,6280379
412,Pomona Fludd,6280379
413,Imogen Fludd,6280379
414,Griselda Wellwood,6280379
415,Charles Wellwood,6280379
416,Hedda Wellwood,6280379
417,Phyllis Wellwood,6280379
418,Violet Grimwith,6280379
419,Florian Wellwood,6280379
420,Robin Wellwood,6280379
421,Henry Wellwood,6280379
422,Basil Wellwood,6280379
423,Katharina Wellwood,6280379
424,Seraphita Fludd,6280379
425,Marian Oakeshott,6280379
426,Robin Oakeshott,6280379
427,Anselm Stern,6280379
428,Toby Youlgreave,6280379
429,Herbert Methley,6280379
430,Augustus Steyning,6280379
431,Neryn,7857713
432,Aralorn of Sianim,7857713
433,once of Lambshold,7857713
434,Wolf of Sianim,7857713
435,once Cain ea'Magison,7857713
436,Lyon of Lambshold,7857713
437,Kisrah,7857713
438,ea'Mage,7857713
439,Uncle Halven,7857713
440,Kieran Alden,10174795
441,Waverly Marshall,10174795
442,Seth Ardvale,10174795
443,Anne Mather,10174795
444,Krickitt Carpenter,609870
445,Hiccup,143728
446,Toothless,143728
447,Fishlegs,143728
448,Kennedy Ashe,17570751
449,Nate Dunkle,17570751
450,Kate Seymour,17570751
451,Slade Montgomery,17570751
452,Jane Montgomery,17570751
453,Arilyn Meadow,17570751
454,Genevieve MacKenzie,17570751
455,Connor Dunkle,17570751
456,The Cat,73051
457,Holly,73051
458,David Lister,73051
459,Arnold Rimmer,73051
460,Kryten,73051
461,Talking Toaster,73051
462,Bailey Craig,12882349
463,Cole McKenna,12882349
464,Stephen Gordon,129223
465,Tommy Williams,3157877
466,Phoebe Kendall,3157877
467,Colette (Generation Dead Series),3157877
468,Karen Desonne,3157877
469,Margi Vee,3157877
470,Adam Harcourt,3157877
471,Serena van der Woodsen,22193
472,Blair Waldorf,22193
473,Nate Archibald,22193
474,"Charles ""Chuck"" Bass",22193
475,Dan Humphrey,22193
476,Jenny Humphrey,22193
477,Vanessa Abrams,22193
478,Ruby Landry,563457
479,Jake Taggart (Bareback Series),628283
480,"Mark ""Tornado"" Flynn",628283
481,Eve Dallas,238126
482,Roarke,238126
483,Delia Peabody,238126
484,Ryan Feeney,238126
485,Charlotte Mira,238126
486,Commander Jack Whitney,238126
487,Mavis Freestone,238126
488,Nadine Furst,238126
489,Lawrence Charles Summerset,238126
490,Leonardo (designer),238126
491,Trina (beauty consultant),238126
492,Chief Harrison Tibble,238126
493,Dickie Berenski,238126
494,Jake T. Casto,238126
495,Lucian Daratrazanoff,252999
496,Aidan Savage,252999
497,Gabriel Daratrazanoff,252999
498,Francesca Del Ponce,252999
499,Skyler Rose Thompson-Daratrazanoff,252999
500,Dr. Brice Renaldo,252999
501,Drusilla (Dark Legend),252999
502,Santino (Dark Legend),252999
503,Nicholas Jenkins,16114
504,Kenneth Widmerpool,16114
505,Tintin,146109
506,Captain Archibald Haddock,146109
507,Thomson & Thompson,146109
508,Snowy,146109
509,Nestor,146109
510,Bill the chef,146109
511,Old Shopkeeper,146109
512,Professor Calculus,146109
513,Francesca Bridgerton Stirling,110396
514,Countess of Kilmartin,110396
515,Michael Stirling,110396
516,Earl of Kilmartin,110396
517,Juliana Fortis (aka Alex),32940867
518,Daniel Beach,32940867
519,Kevin Beach,32940867
520,Nicholas Jenkins,16111
521,Kenneth Widmerpool,16111
522,Benjamin Button,747746
523,Hildegarde Moncrief,747746
524,General Moncrief,747746
525,Roger Button,747746
526,Isabel Spellman,129117
527,Albert Spellman,129117
528,Olivia Spellman,129117
529,David Spellman,129117
530,Rae Spellman,129117
531,Ray Spellman,129117
532,Daniel Castillo,129117
533,Petra Clark,129117
534,Leisha Camden,68333
535,Susan Melling,68333
536,Jordan Watrous,68333
537,Jennifer Sharifi,68333
538,Drew Arlen,68333
539,Miranda Sharifi,68333
540,Charlie Brown,54589
541,Snoopy,54589
542,Linus Van Pelt,54589
543,Lucy Van Pelt,54589
544,Schroeder,54589
545,Pig Pen,54589
546,Sally Brown,54589
547,Woodstock,54589
548,Karigan G'ladheon,18249280
549,King Zachary,18249280
550,Captain Laren Mapstone,18249280
551,Chen Ta Erh,109830
552,Kyo Gisors,109830
553,Baron Clappique,109830
554,Old Gisors,109830
555,May Gisors,109830
556,Katow,109830
557,Hemmelrich,109830
558,Yu Hsuan,109830
559,Kama,109830
560,Ferral,109830
561,Konig,109830
562,Suan,109830
563,Ben Hope,9888794
564,Serena van der Woodsen,22192
565,Blair Waldorf,22192
566,Nate Archibald,22192
567,"Charles ""Chuck"" Bass",22192
568,Dan Humphrey,22192
569,Jenny Humphrey,22192
570,Vanessa Abrams,22192
571,Jacqueline Donovan,233044
572,Lydia Hoffman,233044
573,Carol Girard,233044
574,Alix Townsend,233044
575,Renee Winters,10551253
576,Dante Berlin,10551253
577,Eleanor Bell,10551253
578,Billy Rediger,4789801
579,Thomas Hunter,4789801
580,Sylvia,104344
581,Stavia,104344
582,Chernon,104344
583,Morgot,104344
584,Jerby,104344
585,Dawid,104344
586,Beneda,104344
587,Myra Morgotdoughter,104344
588,Benjamin Sachs,456
589,Peter Aaron,456
590,Fanny Sachs,456
591,Maria Turner,456
592,Lillian Stern,456
593,Agnes Darwin,456
594,Kay Scarpetta,24903919
595,Benton Wesley,24903919
596,Pete Marino,24903919
597,Lucy Farinelli,24903919
598,Park Hyde,24903919
599,Amanda Gilbert,24903919
600,Bryce Clark,24903919
601,Luke Zenner,24903919
602,Shi Chongming,366787
603,Grey,366787
604,Fred Exley,774032
605,Bunny Sue Allorgee,774032
606,Earl Exley,774032
607,Mrs. Exley,774032
608,Mr. Blue (A Fan's Notes),774032
609,Patience Exley,774032
610,Christopher Plumpton,774032
611,Carrie McGavock,71622
612,John McGavock,71622
613,Zachariah Cashwell,71622
614,Mariah,71622
615,Sir John Falstaff,13020
616,"Henry Percy ""Hotspur""",13020
617,Henry V of England,13020
618,Owain GlyndÅµr,13020
619,Henry IV of England,13020
620,Archibald Douglas,13020
621,4th Earl of Douglas,13020
622,John of Lancaster,13020
623,1st Duke of Bedford,13020
624,Ralph Neville,13020
625,1st Earl of Westmorland,13020
626,Sir Walter Blount,13020
627,Thomas Percy,13020
628,1st Earl of Worcester,13020
629,Henry Percy,13020
630,1st Earl of Northumberland,13020
631,Elizabeth Mortimer,13020
632,Baroness Camoys,13020
633,Sir Edmund Mortimer IV,13020
634,Catrin ferch Owain GlyndÅµr,13020
635,Sir Richard Vernon,13020
636,8th Baron of Shipbrook,13020
637,Richard le Scrope,13020
638,Bishop of Lichfield and Archbishop of York,13020
639,Sir Michael,13020
640,"Edward ""Ned"" Poins",13020
641,Bardolph,13020
642,Peto,13020
643,Mistress Nell Quickly,13020
644,Francis the drawer,13020
645,Vintner,13020
646,Mugs (carrier),13020
647,Tom (carrier),13020
648,Chamberlain,13020
649,Ostler,13020
650,Sheriff,13020
651,1st Traveller,13020
652,2nd Traveller,13020
653,Servant to Hotspur,13020
654,Robin Ostler,13020
655,Gilliams,13020
656,messenger to Hotspur,13020
657,Del Nightingale,19580
658,Tom Flanagan,19580
659,Ravenpaw,6251471
660,Barley,6251471
661,Jason Gilbert,830784
662,Jr.,830784
663,Andrew Eliot,830784
664,Theodore Lambros,830784
665,Daniel Rossi,830784
666,George Keller,830784
667,Amun / Secrets,9394010
668,Haidee,9394010
669,Brewster Rawlins,1931915
670,BrontÃ« Sternberger,1931915
671,Tennyson Sternberger,1931915
672,Eve Dallas,10402992
673,Roarke,10402992
674,Walter Murch,2141
675,James Brodie,634757
676,Mary Brodie,634757
677,Matthew Brodie,634757
678,Nessie Brodie,634757
679,Mrs. Brodie,634757
680,Grandma Brodie,634757
681,Dennis Foyle,634757
682,Nancy,634757
683,Dr. Renwick,634757
684,Kade,74046
685,Riley Jenson,74046
686,Rhoan Jenson,74046
687,Quinn O'Connor,74046
688,Kellen,74046
689,Misha Rollins,74046
690,Noah Bishop,3630983
691,Sawyer Cavenaugh,3630983
692,Galen Drache,3630983
693,Lanen Kaelar,1022209
694,Madeline Matthews,114172
695,Logan Scott,114172
696,Eshe dâAureus,6503154
697,Armand Argeneau,6503154
698,Bram Griswold,10048874
699,Nora Dearly,10048874
700,Pamela Roe,10048874
701,Victor Dearly,10048874
702,Tintin,179174
703,Captain Archibald Haddock,179174
704,Thomson & Thompson,179174
705,Snowy,179174
706,Ivan Ivanovitch Sakharine,179174
707,Bird Brothers,179174
708,Barnaby,179174
709,Sir Francis Haddock,179174
710,Red Rackham,179174
711,Nestor,179174
712,Hyacinth Bridgerton,110393
713,Gareth St. Clair,110393
714,Constance Baines,188454
715,Sophia Baines,188454
716,Samuel Povey,188454
717,Gerald Scales,188454
718,Daisy Bowman,105574
719,Matthew Swift,105574
720,Gaius Cassius Longinus,3416
721,Gnaeus Pompeius Magnus,3416
722,Brutus,3416
723,Marcus Antonius,3416
724,Julius Caesar,3416
725,Marcus Tullius Cicero,3416
726,Ellen Rimbauer,32703
727,Steven Rimbauer,32703
728,John Rimbauer,32703
729,Sukeena,32703
730,Maurice Gerald,572692
731,Louise Poindexter,572692
732,Henry Poindexter,572692
733,Captain Cassius Calhoun,572692
734,Zebb Stump,572692
735,Gilliatt,146943
736,Erin Brown,6100797
737,Todd Keenan,6100797
738,Ben Copeland,6100797
739,Brody Brown,6100797
740,Ella Tipton,6100797
741,Andrew Copeland,6100797
742,Adrian Brown,6100797
743,Fawn Bluefield,61898
744,Dag Redwing Hickory Oleana,61898
745,Flavia de Luce,6777616
746,Ophelia de Luce,6777616
747,Daphne de Luce,6777616
748,Dogger,6777616
749,Mrs. Mullet,6777616
750,Inspector Hewitt,6777616
751,Colonel de Luce,6777616
752,Georgie,25128811
753,Vektal,25128811
754,Fudge Hatcher,80672
755,Peter Hatcher,80672
756,Serena van der Woodsen,22189
757,Blair Waldorf,22189
758,Nate Archibald,22189
759,"Charles ""Chuck"" Bass",22189
760,Dan Humphrey,22189
761,Jenny Humphrey,22189
762,Vanessa Abrams,22189
763,Matthew Shardlake,138683
764,Jack Barak,138683
765,Thomas Howard,138683
766,Guy Malton,138683
767,Thomas Cromwell,138683
768,Richard Riche,138683
769,Krapp,104627
770,"Nicholas ""Nick"" Alexander Arthur Edward Wales",22875451
771,"Frederick ""Freddie"" Charles Richard Wales",22875451
772,"Rebecca ""Bex"" Porter",22875451
773,Lacey Porter,22875451
774,"Lady Beatrix ""Bea"" Larchmont-Kent-Smythe",22875451
775,"Garamond ""Gaz"" Bates",22875451
776,Cilla Sutcliffe,22875451
777,Joss,22875451
778,Clive Fitzwilliams,22875451
779,Susan Sutter,3216451
780,Mr. Frank Bellarosa,3216451
781,John Whitman Sutter,3216451
782,William Stanhope,3216451
783,Mrs. Ethel Hope Allard,3216451
784,Mr. Felix Mancuso,3216451
785,Carolyn Sutter,3216451
786,Elizabeth Allard Corbet,3216451
787,Edward Sutter,3216451
788,Mr. Amir Nasim,3216451
789,Mr. Anthony Bellarosa,3216451
790,Anna Bellarosa,3216451
791,Harriet Sutter,3216451
792,Tim Blake,6090807
793,Sydney Blake,6090807
794,Riley Hayes,17305783
795,"Jackson ""Jack"" Campbell",17305783
796,Flavia de Luce,11277218
797,Ophelia de Luce,11277218
798,Daphne de Luce,11277218
799,Inspector Hewitt,11277218
800,Colonel de Luce,11277218
801,Jennifer Strange,13316328
802,Tintin,146108
803,Thomson & Thompson,146108
804,Bianca Castafiore,146108
805,Professor Hector Alembick,146108
806,Snowy,146108
807,Flavia de Luce,13642963
808,Ophelia de Luce,13642963
809,Daphne de Luce,13642963
810,Dogger,13642963
811,Mrs. Mullet,13642963
812,Inspector Hewitt,13642963
813,Colonel de Luce,13642963
814,Ophelia 'Feely' de Luce,13642963
815,Daphne 'Daffy' de Luce,13642963
816,Marmaduke Parr,13642963
817,Dieter Schrantz,13642963
818,Crispin Savoy Collicutt,13642963
819,Denwyn Richardson,13642963
820,Antigone Hewitt,13642963
821,Adam Tradescant Sowerby,13642963
822,Constable Linnet,13642963
823,Vivian Joyous aka Jocelyn Ridley-Smith,13642963
824,Miss Tanty,13642963
825,Patsy Pickery,13642963
826,Cassandra Cottlestone,13642963
827,Cynthia Richardson,13642963
828,Tarquin de Luce,13642963
829,Margaret Mullet,13642963
830,Sheila Foster,13642963
831,Quentin Ridley-Smith,13642963
832,Mac Smith,7101
833,Janey Williams,7101
834,Eleanor,7101
835,Ward,7101
836,Charley,7101
837,Hedda Gabler Tesman,292275
838,George (JÃ¸rgen) Tesman,292275
839,Juliana (Juliane) Tesman,292275
840,Thea Elvsted,292275
841,Judge Brack,292275
842,Eilert LÃ¶vborg (Ejlert LÃ¸vborg),292275
843,Bertha (Berte),292275
844,Harlan Brown,343738
845,Billy Sive,343738
846,Vince Matti,343738
847,Jacques LaFont,343738
848,Betsy Heden,343738
849,Andrea Cole,10283764
850,Kaden Quinn,10283764
851,Serena van der Woodsen,22191
852,Blair Waldorf,22191
853,Nate Archibald,22191
854,"Charles ""Chuck"" Bass",22191
855,Dan Humphrey,22191
856,Jenny Humphrey,22191
857,Vanessa Abrams,22191
858,Lily Whitney,9553
859,Ryland Miller,9553
860,King of France,104790
861,Duke of Florence,104790
862,Bertram,104790
863,Count of Rosillion,104790
864,Helena de Narbon,104790
865,Lafew,104790
866,an old lord,104790
867,The Two Brothers Dumaine,104790
868,Parolles,104790
869,a follower of Bertram,104790
870,A French Gentleman,104790
871,Rynalso,104790
872,Steward to the Countess of Rosillion,104790
873,Widow Capilet of Florence,104790
874,Diana Capilet,104790
875,Violenta,104790
876,friend to the Widow Capilet,104790
877,Mariana,104790
878,friend to the Widow Capilet,104790
879,Countess of Rosillion,104790
880,mother to Bertram,104790
881,Gerard de Narbon,104790
882,Stone Barrington,438923
883,John F. Kennedy,2606779
884,Nikita Khrushchev,2606779
885,Maura Ryan,936611
886,Michael Ryan,936611
887,Mr. Hopkins,256280
888,George Fleury,256280
889,Tom Willoughby,256280
890,Louise Dunstaple,256280
891,Harry Dunstaple,256280
892,Miriam Lang,256280
893,Lucy Hughes,256280
894,Dr. Dunstaple,256280
895,Dr. McNab,256280
896,Mr. Rayne,256280
897,Hari,256280
898,Bobby Griffith,518982
899,Mary Griffith,518982
900,Tintin,96428
901,Captain Archibald Haddock,96428
902,Zorrino,96428
903,Thomson & Thompson,96428
904,Snowy,96428
905,Professor Calculus,96428
906,mooneye mauler,3321397
907,Human Male,3321397
908,The Dosti Twins,3321397
909,Karys Kitane,3321397
910,Hayley Phillips,59821
911,Harper Ashby,59821
912,Sachi,1199174
913,Tokugawa Iemochi,1199174
914,Shinzaemon,1199174
915,Daisuke Totoyama,1199174
916,Tommy Zane,257962
917,Mario Santelli,257962
918,Shigekuni Honda,62812
919,Isao Iinuma,62812
920,Shigeyuki Iinuma,62812
921,Yuki,8999892
922,Calvin (Spirit Guide),8999892
923,Emma (Spirit Guide),8999892
924,Simon (Spirit Guide),8999892
925,Hiccup,971239
926,Toothless,971239
927,Fishlegs,971239
928,Magnus Bane,17334077
929,Camille Belcourt,17334077
930,Edmund Herondale,17334077
931,Ralf Scott,17334077
932,Linette Owens,17334077
933,Brooke Stewart,17190226
934,Jett Mayfield,17190226
935,Dr. Madeleine Maxwell,29661618
936,Leon Farrell,29661618
937,Dr. Edward Bairstow,29661618
938,Dr. Tim Peterson,29661618
939,Dr. Kalinda Black,29661618
940,Aron Ralston,166562
941,Thalia Grace,17586834
942,Grover Underwood,17586834
943,Bianca di Angelo,17586834
944,ZÃ¶e Nightshade,17586834
945,Percy Jackson,17586834
946,Claire Danvers,15739817
947,Irene Anderson,15739817
948,Michael Glass,15739817
949,Shane Collins,15739817
950,Eve Rosser,15739817
951,Alice Seno,741481
952,Mayura Seno,741481
953,Kyo Wakamiya,741481
954,Nyozeka,741481
955,Natalie Love,25319777
956,Jamie Dawson,25319777
957,JÃ³zef PiÅsudski,2484198
958,Rasputin,2484198
959,Alfred Tarski,2484198
