author_id,author_name,author_gender,birthplace,author_review_count,author_rating_count,author_average_rating
74489,"Victoria Thompson
",0,0.0,6268,74399,"4,01"
706255,"Stieg Larsson
",1,1.0,142704,3726435,"4,15"
5618190,"Mimi Jean Pamfiloff
",0,0.0,7975,76496,4
37871,"José Donoso
",1,3.0,489,5522,"3,88"
36122,"Patricia C. Wrede
",0,0.0,13453,291013,"4,1"
58947,"Steve Niles
",1,0.0,3240,47938,"3,77"
4833990,"Jillian Dodd
",0,,9451,110522,"4,16"
7956,"Mary Roach
",0,0.0,29747,321197,"3,94"
155651,"Nancy Baker
",0,8.0,104,1019,"3,78"
274533,"Simone Elkeles
",0,0.0,25166,481114,"4,08"
38550,"Brandon Sanderson
",1,0.0,170695,2613993,"4,39"
4773763,"K.L. Armstrong
",1,8.0,1256,11972,"3,97"
27847,"Lisa Kleypas
",0,0.0,50323,800760,"4,03"
153394,"Suzanne Collins
",0,0.0,370569,10212155,"4,26"
3487,"Aldous Huxley
",1,14.0,31915,1473109,"3,99"
5619151,"Sandrine Gasq-Dion
",1,0.0,4713,59146,"4,17"
4476044,"Jamie Fessenden
",1,0.0,1761,8147,"3,81"
7851984,"Zarah Detand
",0,,264,1926,"4,1"
5771850,"Kendall McKenna
",0,0.0,1474,9655,"3,98"
4968409,"Rhys Ford
",0,0.0,7768,47018,"4,15"
1427650,"Megan Derr
",0,0.0,7924,86647,"3,93"
1217905,"Sam B. Morgan
",1,,364,2375,"3,82"
4428962,"Adrienne Wilder
",1,0.0,2966,17403,"4,12"
3462951,"Kate Sherwood
",1,8.0,3488,21944,"3,89"
5029054,"Piper Vaughn
",1,0.0,4849,29952,"3,79"
7832543,"Nick Pageant
",1,0.0,837,3055,"3,72"
2746690,"K.A. Mitchell
",0,0.0,4011,37469,"3,78"
7737308,"Sarina Bowen
",1,0.0,24117,180010,"4,11"
1912055,"Cat Grant
",1,0.0,2134,11854,"3,69"
3185029,"L.A. Witt
",0,0.0,13674,80131,"3,81"
6608731,"Amy Rae Durreson
",0,14.0,1223,5530,"4,03"
6576876,"K.C. Wells
",0,,5550,34785,"3,93"
7132113,"Indra Vaughn
",0,32.0,1208,4819,"4,04"
5822433,"Rob Colton
",1,0.0,1153,10954,"3,93"
7123498,"K.J. Charles
",1,14.0,11243,63964,"4,15"
6425833,"Leta Blake
",0,,4398,21818,"4,06"
7255282,"Perie Wolford
",1,,355,2458,"3,93"
3173295,"Heidi Cullinan
",0,0.0,9801,58811,"3,98"
6886704,"Veronica Sloane
",1,0.0,225,967,"3,96"
151973,"Amy Lane
",0,,15742,110984,"4,03"
359194,"Josh Lanyon
",1,0.0,17953,151314,"4,04"
5821204,"Ais
",1,0.0,2461,18520,"4,35"
4541791,"Tara Lain
",0,0.0,4566,27322,"3,83"
6519692,"Jordan L. Hawk
",1,0.0,8808,55236,"4,21"
7094294,"Nicola Haken
",1,14.0,2674,15603,"4,14"
6862646,"Alexa Land
",1,0.0,2168,20530,"4,22"
5621569,"Charlie Cochet
",0,46.0,9735,60011,"4,18"
3152411,"Mary Calmes
",0,0.0,16417,153564,"4,03"
4109302,"Diane  Adams
",1,0.0,1174,8556,"3,94"
5828499,"Jaime Reese
",0,,1761,11075,"4,23"
1366040,"Keira Andrews
",0,8.0,7088,32941,"3,99"
7302303,"Jay Northcote
",1,14.0,7032,35099,"3,8"
7125719,"Lane Hayes
",0,0.0,3910,22722,"3,99"
8073851,"Renae Kaye
",0,53.0,3078,18217,"4,01"
5893561,"Garrett Leigh
",0,14.0,5180,24844,"4,03"
8253345,"John  Wiltshire
",1,14.0,1437,7661,"4,27"
5819370,"N.R. Walker
",0,,16052,97218,"4,19"
8119001,"S.E. Harmon
",0,,1205,6400,"4,05"
7354860,"A.E. Via
",0,0.0,4004,29942,"4,18"
3456705,"Jay Bell
",1,0.0,3155,25336,"4,18"
268722,"Jordan Castillo Price
",0,0.0,8887,66745,"4,03"
4318269,"Nicole Edwards
",0,0.0,13307,148458,"4,28"
5209619,"A.J.  Rose
",1,,1451,8480,"4,18"
4615197,"Mercy Celeste
",1,0.0,3440,30477,"3,86"
2980235,"J.L. Merrow
",0,,6249,37517,"3,75"
7020231,"Eli Easton
",0,0.0,9688,51464,"3,98"
5155341,"Anyta Sunday
",1,66.0,6539,33370,"3,97"
6445292,"Amelia C. Gormley
",0,0.0,1538,6496,"3,75"
5050492,"Lisa Henry
",1,53.0,6293,32157,"3,9"
6590573,"Kade Boehme
",1,,3422,19877,"3,87"
3080608,"Joanna Chambers
",0,,3063,15598,4
985261,"Nick Wilgus
",1,0.0,635,2872,"4,08"
4595087,"S.E. Jakes
",0,0.0,4111,33667,"4,02"
6421828,"Kindle Alexander
",1,0.0,6395,40852,"4,14"
5073330,"T.J. Klune
",1,,12476,66081,"4,4"
6451816,"Ella Frank
",1,53.0,17886,124474,"4,22"
1122775,"Abigail Roux
",0,0.0,15558,135482,"4,26"
445303,"Maria V. Snyder
",0,0.0,35867,459950,"4,04"
20560,"Sheri S. Tepper
",0,78.0,3443,60918,"3,95"
10896,"Eoin Colfer
",1,79.0,35836,1257985,"3,93"
205,"Robert A. Heinlein
",1,0.0,31085,999390,"3,93"
1226977,"Paolo Bacigalupi
",1,0.0,18836,159937,"3,78"
41749,"William F. Nolan
",1,0.0,2102,30045,"3,81"
2778055,"Kurt Vonnegut
",1,0.0,69611,2203230,"4,06"
12534,"Larry Niven
",1,0.0,14236,424960,"3,91"
53501,"George R. Stewart
",1,0.0,1993,23621,"3,97"
3400721,"Pierre Boulle
",1,86.0,1620,36441,"3,94"
3389,"Stephen King
",1,0.0,442455,12129201,"4,03"
4764,"Philip K. Dick
",1,0.0,46808,905757,"3,93"
4432,"Jasper Fforde
",1,14.0,31452,374616,"4,02"
545,"Neal Stephenson
",1,0.0,43668,706609,"4,06"
2973783,"Alexandra Bracken
",1,,38583,301145,"4,18"
6474348,"Pierce Brown
",1,,42828,417562,"4,36"
5858,"Richard Bachman
",1,0.0,15236,548014,"3,84"
1630,"Ray Bradbury
",1,0.0,73635,1965005,"4,01"
12476,"Joe Haldeman
",1,0.0,10221,197877,"3,98"
5244478,"Robert R. McCammon
",1,0.0,11527,170647,"4,1"
21477,"Nevil Shute
",1,14.0,7076,95123,"4,04"
14078,"David Brin
",1,0.0,6474,178771,"3,9"
2786093,"Emily St. John Mandel
",0,8.0,31929,255229,"4,01"
21475,"Pat Frank
",1,0.0,2954,35351,"4,07"
36332,"John Wyndham
",1,14.0,7244,155157,"3,93"
3063220,"Thomas More
",1,14.0,2436,53009,"3,53"
835348,"Ann Aguirre
",0,0.0,18552,195190,"3,94"
29535,"Octavia E. Butler
",0,0.0,25324,252639,"4,16"
31688,"M.T. Anderson
",1,0.0,15422,123756,"3,64"
874602,"Ursula K. Le Guin
",0,0.0,45633,824980,"4,05"
5223,"Franz Kafka
",1,107.0,30157,949986,"3,89"
4018722,"Beth Revis
",0,0.0,23572,214575,"3,88"
8360,"Nancy Farmer
",0,0.0,10203,123724,"4,02"
432,"Ayn Rand
",0,110.0,38637,787974,"3,75"
17452454,"P.D. James
",0,14.0,23755,329454,"3,72"
9226,"William Gibson
",1,0.0,20564,522845,"3,89"
6025722,"Walter M. Miller Jr.
",1,0.0,4443,85227,"3,97"
1285555,"José Saramago
",1,114.0,28013,336994,4
43298,"Yevgeny Zamyatin
",1,110.0,3642,57629,"3,94"
2987125,"Kiera Cass
",1,0.0,137339,1839977,"4,06"
1318,"Susan Beth Pfeffer
",0,0.0,16831,180909,"3,83"
32595,"Koushun Takami
",1,118.0,5167,70232,"4,21"
4684322,"Marissa Meyer
",1,0.0,168358,1500315,"4,24"
880695,"H.G. Wells
",1,14.0,29259,883702,"3,82"
3064305,"Hugh Howey
",1,0.0,37333,525101,"4,15"
5791,"Max Brooks
",1,0.0,29259,495046,"3,97"
3472,"Margaret Atwood
",0,8.0,122708,1925727,4
4280,"Kazuo Ishiguro
",1,118.0,53564,684759,"3,83"
200317,"Alyson Noel
",0,0.0,29294,660729,"3,69"
941441,"Stephenie Meyer
",1,0.0,305927,9545593,"3,64"
15873,"Cornelia Funke
",0,127.0,30005,704947,"3,91"
1077326,"J.K. Rowling
",0,14.0,516169,21098703,"4,45"
2001717,"Daphne du Maurier
",0,14.0,30160,496484,"4,13"
2384,"Janet Evanovich
",1,0.0,134950,3157987,4
3780,"James Patterson
",1,0.0,260208,5327117,"3,97"
21911,"Melissa de la Cruz
",0,,31552,594206,"3,82"
1265,"Jane Austen
",0,133.0,141593,5182376,"4,11"
7128,"Jodi Picoult
",0,0.0,196552,3288833,"3,97"
10465,"Kate Jacobs
",0,,12147,98039,"3,42"
1315,"Louisa May Alcott
",0,0.0,29421,1670460,"4,04"
3058,"Augusten Burroughs
",1,0.0,24760,565970,"3,8"
305400,"Tatiana de Rosnay
",0,86.0,35023,423781,"4,04"
2327917,"Betty  Smith
",0,0.0,18799,347400,"4,25"
4379,"Sylvia Plath
",0,0.0,23174,624685,"4,03"
4,"Douglas Adams
",1,14.0,50433,2351569,"4,2"
5246,"Amy Tan
",0,0.0,23662,857120,"3,9"
2894,"Bernhard Schlink
",1,127.0,10495,164599,"3,72"
175855,"Melissa Marr
",1,0.0,25293,385442,"3,76"
8349,"Christopher Paolini
",1,0.0,48523,2070651,"3,95"
4178,"Cormac McCarthy
",1,0.0,71530,1042959,"4,01"
12696,"Jerry Spinelli
",1,0.0,31508,514069,"3,79"
2331,"Mitch Albom
",1,0.0,72116,1549320,"4,02"
656983,"J.R.R. Tolkien
",1,149.0,109211,7178020,"4,32"
630,"Dan Brown
",1,0.0,168250,6127776,"3,81"
17015,"P.C. Cast
",0,0.0,56965,1956715,"3,94"
137902,"Richelle Mead
",0,,134076,2809398,"4,27"
27837,"Greg Mortenson
",1,0.0,25551,334498,"3,65"
3447,"Ken Follett
",1,14.0,84254,1563103,"4,19"
9987,"Philippa Gregory
",0,155.0,68925,1320251,"3,9"
169377,"Seth Grahame-Smith
",1,0.0,27504,265405,"3,53"
6876,"Kim Edwards
",0,0.0,20990,538298,"3,64"
13957,"Scott Westerfeld
",1,0.0,76875,1329077,"3,84"
28569,"Jennifer Ashley
",0,0.0,16809,221710,"4,02"
71688,"Nalini Singh
",1,160.0,55505,832291,"4,19"
48192,"Gena Showalter
",0,0.0,46922,822349,"4,16"
4575371,"Katie McGarry
",0,,22087,233902,"4,1"
41313,"Susan Elizabeth Phillips
",0,,24453,450714,"4,03"
3090,"Helen Fielding
",1,14.0,19776,996672,"3,71"
1647762,"Julie James
",0,165.0,12889,215337,"3,99"
699143,"J. Lynn
",0,0.0,26939,379607,"4,07"
2613,"Jaci Burton
",0,,14342,241250,"3,98"
20248,"J.R. Ward
",0,0.0,97785,1755015,"4,3"
499602,"Elizabeth Reyes
",1,0.0,6171,101575,"3,99"
2958084,"Kristen Ashley
",0,0.0,101587,1369557,"4,29"
4872191,"Abbi Glines
",0,171.0,78769,1286953,"4,14"
4586597,"R.L. Mathewson
",1,0.0,19763,382069,"4,12"
3379564,"Alice Clayton
",0,0.0,26470,314046,"4,07"
19005,"Jennifer Crusie
",0,0.0,18180,319622,"3,8"
6160,"Sophie Kinsella
",0,14.0,96782,2391420,"3,74"
17065,"J.D. Robb
",1,0.0,58515,1386126,"4,29"
4637539,"Tahereh Mafi
",0,0.0,71986,629104,"4,16"
6251,"Julie Garwood
",0,0.0,20066,525928,"4,11"
151371,"Jenny Han
",1,0.0,91485,894085,"4,09"
4951964,"Shelly Crane
",0,0.0,8999,161708,"4,18"
9885,"Judith McNaught
",0,0.0,10744,268405,"4,16"
1304470,"Ally Condie
",0,0.0,61875,937642,"3,63"
22159,"Jessica Park
",0,,12550,115268,"4,03"
4907787,"Rebecca Donovan
",1,0.0,14280,202858,"4,27"
47499,"Paullina Simons
",0,110.0,13633,141476,"4,13"
614,"Arthur Golden
",1,0.0,27497,1544980,"4,1"
5430144,"Colleen Hoover
",1,,182954,1662986,"4,26"
5193034,"Tracey Garvis Graves
",0,,12448,93764,"4,08"
2345,"Nicholas Sparks
",1,0.0,148938,4935487,"4,07"
2876763,"Becca Fitzpatrick
",0,,54455,1157201,"4,06"
11081,"Margaret Mitchell
",0,0.0,18226,995196,"4,29"
4562483,"Sylvain Reynard
",1,,16201,287217,"4,12"
4826501,"Tammara Webber
",1,0.0,17952,295804,"4,04"
19823,"Sylvia Day
",0,0.0,59347,1204138,"4,15"
4725841,"E.L. James
",1,14.0,150986,3215348,"3,77"
2895707,"Margaret Stohl
",0,0.0,45897,836970,"3,81"
5448974,"Michelle K. Pickett
",0,0.0,380,2795,"3,7"
5070015,"Kristin Halbrook
",0,0.0,496,2825,"3,53"
4559822,"Ellen Oh
",1,,2224,10825,"3,81"
1164465,"Jessica Brody
",0,0.0,5147,32176,"3,83"
6466369,"Jennifer Anne Davis
",1,,1641,16135,"4,09"
5288442,"April Genevieve Tucholke
",0,0.0,9257,40971,"3,55"
1192311,"Claudia Gray
",1,0.0,30819,351069,"3,85"
767547,"Lisa McMann
",0,0.0,21693,255550,"3,94"
3027554,"Kiersten White
",0,,34031,267609,"3,89"
3041100,"Andrea Cremer
",0,0.0,13781,179361,"4,02"
4629194,"Brigid Kemmerer
",0,0.0,11105,87131,"4,07"
2895706,"Kami Garcia
",0,0.0,46999,848740,"3,82"
5351825,"Mindy McGinnis
",1,,9551,44424,"3,94"
4718528,"Jessica Spotswood
",1,,5064,30521,"3,94"
4336590,"Tara Hudson
",0,0.0,2334,23886,"3,78"
4737213,"Jennifer Rush
",0,0.0,3692,32562,4
3267859,"Jennifer A. Nielsen
",0,0.0,19972,149605,"4,21"
3251728,"Victoria Scott
",0,0.0,5199,28037,"3,91"
3023658,"Brenna Yovanoff
",1,,6612,43841,"3,7"
5441417,"Elsie Chapman
",1,,1429,8985,"3,57"
5027236,"Kasie West
",1,0.0,36759,258586,"3,96"
4692856,"Kristen Simmons
",0,0.0,4998,47566,"3,84"
805184,"Jennifer E. Smith
",0,0.0,24681,211139,"3,73"
2261547,"Rachel Hawkins
",1,,28071,326661,"3,98"
10317,"Maureen Johnson
",0,0.0,47655,492760,"3,9"
5073459,"Elizabeth Norris
",0,,2757,27652,"3,9"
4606082,"K.C. Hilton
",0,0.0,546,2860,"3,32"
4086715,"Kendare Blake
",1,224.0,31669,223603,"3,93"
25422,"Holly Black
",0,0.0,85791,856221,"3,92"
5360335,"Amie Kaufman
",0,53.0,46326,224445,"4,23"
504038,"Anna Banks
",1,,9599,91091,"3,95"
11654,"Meg Cabot
",0,0.0,74788,1795726,"3,8"
4476934,"Jennifer L. Armentrout
",0,0.0,137386,1561632,"4,22"
4774653,"Erin Bowman
",0,,4660,26826,"3,86"
4581947,"Debra Driza
",1,,2054,15951,"3,72"
3377941,"Rick Yancey
",1,0.0,52027,532323,"3,99"
4074051,"Rae Carson
",0,0.0,19019,182895,"3,98"
5108399,"Megan Shepherd
",0,,8729,47944,"3,77"
5265998,"Shannon Messenger
",1,235.0,7288,67393,"4,47"
415967,"Rachel Vincent
",0,0.0,22107,314949,"4,04"
3099544,"Victoria Schwab
",0,,55961,331833,"4,14"
4342215,"Marie Lu
",1,238.0,102560,982925,"4,2"
2891665,"Gail Carriger
",1,0.0,38391,346500,"3,99"
3220024,"Courtney Allison Moulton
",0,0.0,3469,52997,"4,07"
6914204,"Robin LaFevers
",0,,13847,138009,4
2987,"Sarah Dessen
",1,0.0,61578,1344400,4
2755160,"Kimberly Derting
",0,,13155,143222,"3,93"
4279785,"Wendy Higgins
",0,0.0,13978,159638,"4,17"
164576,"Suzanne Young
",0,0.0,11304,83803,"4,01"
4116488,"Jodi Meadows
",1,0.0,17073,95422,"3,94"
5186274,"A.G. Howard
",0,,16227,101617,"4,01"
767317,"Aimee Carter
",0,,12719,135649,"3,91"
295178,"Gayle Forman
",0,,87350,1124863,"3,96"
56224,"Ally Carter
",0,0.0,43790,680644,"4,05"
150038,"Cassandra Clare
",0,251.0,331357,5934903,"4,26"
4384465,"Brodi Ashton
",1,0.0,17392,108399,"3,9"
3353516,"Amy Plum
",0,0.0,10883,115785,"4,03"
4575289,"Leigh Bardugo
",0,254.0,110882,806595,"4,23"
7581,"Kelley Armstrong
",0,,59354,1130572,"4,09"
3433047,"Sarah J. Maas
",0,0.0,243601,2260026,"4,41"
3406550,"Josephine Angelini
",0,0.0,12785,148383,"4,12"
1599723,"Michael  Grant
",1,0.0,29732,462291,"4,01"
2936493,"Lauren Oliver
",0,259.0,95447,1158280,"3,9"
4103366,"Lauren DeStefano
",1,0.0,17505,182473,"3,79"
4637369,"Veronica Rossi
",1,261.0,19998,235583,"4,06"
3290920,"Cynthia Hand
",0,0.0,30096,290688,"4,07"
4039811,"Veronica Roth
",0,0.0,259452,4786198,"4,08"
173493,"Alethea Kontis
",1,0.0,4583,35233,"3,87"
6693411,"Kim Liggett
",0,0.0,606,3270,"3,6"
6433278,"Julie   Murphy
",0,0.0,14212,80389,"3,83"
6983061,"Courtney Alameda
",0,0.0,890,3155,"3,81"
7374721,"I.W. Gregorio
",0,0.0,1918,11576,"3,9"
7124792,"Lori  Goldstein
",1,0.0,311,1410,"3,58"
7267239,"Stacey  Lee
",0,0.0,2458,10824,"3,97"
5303332,"Elizabeth May
",0,,3364,20697,"3,92"
5295120,"Morgan Rhodes
",0,,19523,131090,"4,08"
5351849,"Betsy Cornwell
",0,0.0,1350,6135,"3,6"
2188726,"Sarah Ockler
",0,,6911,80597,"3,84"
2747732,"Catherine Doyle
",0,79.0,1654,9574,"4,26"
4106087,"Jessi Kirby
",0,0.0,4518,36020,"3,84"
190578,"Sharon Cameron
",0,,4133,23734,"3,85"
3097905,"Colleen Houck
",0,0.0,15647,157550,"4,22"
7267262,"Becky  Wallace
",0,0.0,707,4975,"3,83"
266470,"Sherry Thomas
",0,,12142,95892,"3,91"
2741432,"Nova Ren Suma
",0,0.0,5703,26172,"3,69"
7093630,"Rhiannon Thomas
",0,14.0,1747,10130,"3,5"
1443712,"Carrie Ryan
",0,0.0,23124,198250,"3,79"
6553850,"Emery Lord
",1,0.0,9110,54326,"3,93"
15292,"Rachel Caine
",1,0.0,48136,905613,"4,09"
11664,"David Levithan
",1,286.0,84443,912837,"3,82"
7009633,"Francesca Zappia
",1,0.0,9707,46669,"4,19"
7091823,"Danielle L. Jensen
",0,8.0,4049,33624,"3,93"
1383409,"Andrew  Smith
",1,,12875,61684,"3,86"
6456912,"Heather Demetrios
",0,0.0,4608,26110,"3,96"
370361,"Patrick Ness
",1,0.0,75809,538316,"4,13"
7170939,"Virginia Boecker
",0,,2125,12403,"3,82"
6855918,"Maggie  Hall
",0,,2345,14541,"3,92"
6950740,"Sara B. Larson
",0,0.0,4198,36179,"3,82"
4428,"Kresley Cole
",0,0.0,43268,779544,"4,28"
1487748,"Courtney Summers
",0,8.0,14813,81696,"3,92"
144323,"Maria Dahvana Headley
",0,0.0,6691,34463,"3,65"
8152069,"Melinda Salisbury
",0,,3707,19522,"3,65"
3486415,"Amanda Hocking
",0,0.0,29142,408326,"3,94"
2526,"Libba Bray
",0,0.0,48633,562157,"3,84"
7105753,"Melissa Grey
",0,,2223,11087,"3,75"
6549373,"Paula Stokes
",0,0.0,2698,15524,"3,77"
5804715,"Melissa Landers
",1,,7723,45919,"3,9"
7224009,"Jasmine Warga
",0,0.0,5276,37257,"3,99"
357601,"Rachel Hartman
",0,305.0,11681,91316,"3,94"
6947727,"Sara Raasch
",0,0.0,10673,79391,"3,91"
45592,"Jennifer Niven
",1,0.0,33618,262571,"4,12"
4600197,"Renée Ahdieh
",1,0.0,33287,192484,"4,06"
4208569,"Rainbow Rowell
",0,0.0,170770,1647298,"4,03"
1238111,"Marie Rutkoski
",0,0.0,25231,175176,"4,1"
7074943,"Victoria Aveyard
",1,0.0,70513,720185,4
6916557,"Sidney Halston
",0,0.0,2616,12494,"3,99"
6980508,"Christina Mercer
",0,0.0,138,492,"4,07"
2383,"Gillian Flynn
",0,0.0,213665,3028887,"4,01"
2232265,"Michelle Zink
",1,,3960,35796,"3,65"
3153776,"Mira Grant
",0,0.0,17761,143202,"3,94"
7380291,"S.S. Segran
",0,,195,776,"4,02"
8283255,"J.S. Burke
",1,0.0,196,290,"4,74"
14759054,"James Fahy
",1,14.0,594,1832,"4,42"
1373880,"Kristin Cashore
",1,0.0,39748,579470,"4,08"
3084517,"Carolyn Crane
",0,0.0,3214,23274,"3,72"
21748,"Ilona Andrews
",1,110.0,65444,964635,"4,29"
1045593,"Stacia Kane
",0,0.0,6154,62471,"3,94"
1069006,"C.S. Lewis
",1,79.0,111968,5027964,"4,14"
9237,"Jacqueline Carey
",0,0.0,13626,256363,"4,12"
2891503,"Bree Despain
",0,0.0,5407,78698,"3,97"
190922,"Justina Chen
",1,0.0,2816,39474,"3,89"
3036304,"Caragh M. O'Brien
",0,,8324,92838,"3,87"
4619644,"William  O'Brien
",1,14.0,245,487,"4,3"
4126827,"Michelle Hodkin
",0,0.0,31347,270803,"4,14"
190887,"Catherine Fisher
",0,14.0,8974,91519,"3,68"
2903247,"Lucy Christopher
",0,14.0,8639,66129,"3,9"
8108373,"Mya Robarts
",0,0.0,758,6816,"4,01"
3408349,"Lili St. Crow
",0,334.0,6022,125249,4
89439,"Sophie Jordan
",0,0.0,19690,198163,"3,85"
49177,"Shannon Hale
",1,0.0,64573,555919,"3,95"
3095893,"Stephanie Perkins
",1,,64468,607218,"3,99"
4464118,"Jamie McGuire
",0,0.0,68644,1002700,"4,12"
13677,"Gail Carson Levine
",0,0.0,22931,600783,"3,92"
1330292,"Maggie Stiefvater
",0,0.0,124798,1303429,"3,98"
3380908,"Pittacus Lore
",1,,41197,732840,"4,09"
669810,"Jeaniene Frost
",0,0.0,42310,794862,"4,21"
8835,"Tim Powers
",1,0.0,6053,63844,"3,86"
12531,"Theodore Sturgeon
",1,0.0,4269,74359,"4,05"
1967,"Tanya Huff
",0,8.0,8460,161290,"3,87"
38531,"Michelle Rowen
",0,,17964,195974,"4,07"
20559,"Ray Garton
",1,0.0,1662,15816,"3,85"
9550,"Laurell K. Hamilton
",0,0.0,46725,1545913,"3,99"
10082,"Fred Saberhagen
",1,0.0,1535,62068,"3,81"
1276004,"C.S. Friedman
",1,,2351,60471,4
153733,"Gerry Bartlett
",0,0.0,1271,25431,"4,04"
8726,"Richard Matheson
",1,0.0,17666,298641,"3,97"
8694,"Tanith Lee
",0,14.0,9736,156584,"3,89"
4149342,"Rebecca Zanetti
",1,0.0,12668,117905,"4,19"
103359,"Joey W. Hill
",0,,5825,59038,"4,07"
51518,"John Skipp
",1,0.0,1002,13095,"3,9"
4430,"Sherrilyn Kenyon
",0,0.0,61512,1353021,"4,23"
442240,"Blake Crouch
",1,0.0,39773,380465,"4,01"
1356336,"L.A. Banks
",0,0.0,4258,91418,"3,97"
10116,"Hideyuki Kikuchi
",1,118.0,1065,21812,"4,02"
5251202,"Elizabeth   Hunter
",0,0.0,9445,128178,"4,23"
52468,"Suzy McKee Charnas
",0,0.0,959,10898,"3,73"
625,"Nora Roberts
",0,0.0,129713,3426670,"4,08"
234115,"Faith Hunter
",0,0.0,12633,212750,"4,14"
83937,"Richard Laymon
",1,0.0,5923,109790,"3,8"
24827,"David Wellington
",1,0.0,3562,46461,"3,72"
40173,"Chelsea Quinn Yarbro
",0,0.0,1939,27207,"3,84"
1080585,"Jocelynn Drake
",0,0.0,6219,65296,"4,01"
59060,"John Steakley
",1,0.0,971,18134,"4,07"
2687,"Dan Simmons
",1,0.0,27752,508361,"4,07"
10333,"Barbara Hambly
",1,0.0,5647,133886,"3,94"
48397,"Nancy A. Collins
",0,0.0,2115,41561,"3,94"
241301,"Lynn Viehl
",0,0.0,2458,38761,"3,94"
28946,"Barb Hendee
",1,0.0,2067,37815,"3,91"
2898479,"D.B. Reynolds
",1,0.0,4593,51469,"4,13"
477469,"Jennifer Rardin
",1,0.0,1913,43108,"3,96"
45315,"Justin Cronin
",1,0.0,30381,284099,"4,05"
49103,"Jeanne Kalogridis
",0,0.0,2176,37951,"3,84"
20561,"F. Paul Wilson
",1,0.0,7610,132154,"3,98"
4861,"Charlie Huston
",1,0.0,3626,49714,"3,9"
18454,"Whitley Strieber
",1,0.0,2729,35550,"3,7"
38066,"Karen Chance
",0,0.0,11201,241029,"4,01"
2503028,"Molly Harper
",0,0.0,14350,162725,"4,02"
7742,"Keri Arthur
",0,53.0,10380,226035,"4,07"
2357,"Kerrelyn Sparks
",0,0.0,10014,186183,"4,13"
18879,"Kim Newman
",1,14.0,4252,62358,"3,94"
1654,"Terry Pratchett
",1,14.0,122190,3643140,"4,15"
17059,"Lynsay Sands
",0,8.0,22043,487088,"4,12"
32637,"Sergei Lukyanenko
",1,389.0,5028,127031,"4,01"
7577,"Anne Rice
",0,0.0,49426,1808173,"3,88"
20602,"Brian Lumley
",1,14.0,2510,95887,"4,08"
346732,"George R.R. Martin
",1,0.0,176808,4791027,"4,37"
16218,"Christopher Moore
",1,0.0,45573,656372,"3,96"
1857564,"Chloe Neill
",0,0.0,20721,337969,"4,11"
1429808,"MaryJanice Davidson
",0,0.0,14352,323235,"3,8"
167605,"Guillermo del Toro
",1,334.0,13408,151889,"3,8"
48206,"Karen Marie Moning
",0,0.0,54331,867428,"4,25"
9558,"Poppy Z. Brite
",1,0.0,3858,84839,"3,91"
3849415,"Deborah Harkness
",1,0.0,52864,537297,"4,04"
17054,"Kim Harrison
",0,0.0,31265,714892,"4,22"
375626,"Lara Adrian
",0,,19297,379468,"4,17"
40563,"Patricia Briggs
",0,0.0,57223,1151793,"4,26"
26930,"J. Sheridan Le Fanu
",1,79.0,4808,62535,"3,84"
5339,"Robin McKinley
",0,0.0,23299,317096,"3,97"
17061,"Charlaine Harris
",0,0.0,122777,3099154,"3,94"
479779,"John Ajvide Lindqvist
",1,1.0,8702,105763,"3,93"
6988,"Bram Stoker
",1,79.0,23535,842758,"3,98"
29011,"Kathi Appelt
",1,0.0,4703,27826,"3,91"
10003,"Laurie Halse Anderson
",0,0.0,52218,757022,"3,98"
9388,"Louise Erdrich
",1,0.0,26230,242939,"3,9"
54493,"Kristin Hannah
",1,0.0,126335,1342619,"4,26"
15882,"Nicholson Baker
",1,0.0,4264,31280,"3,62"
8730,"Naomi Novik
",0,0.0,40538,389918,"4,03"
93220,"Daniel Waters
",1,,2663,26074,"3,68"
10015,"Kate Atkinson
",0,14.0,48224,434897,"3,81"
814940,"Kelly Corrigan
",1,0.0,6815,53793,"3,88"
3509,"Chris Bohjalian
",1,0.0,36871,391667,"3,78"
837804,"Steve Toltz
",1,53.0,2263,14622,"4,03"
925098,"Jennifer Storm
",0,,92,1174,"3,74"
14577,"Jen Lancaster
",0,0.0,16562,181244,"3,87"
784775,"Lily Koppel
",1,0.0,4144,24952,"3,3"
1612,"Jeffery Deaver
",1,0.0,26681,495215,4
3490,"Lauren Weisberger
",0,0.0,21647,968692,"3,64"
72039,"Roberto Bolaño
",1,3.0,12420,115031,"3,98"
6583,"Alison Weir
",0,14.0,13650,246289,"3,99"
994873,"Sloane Crosley
",0,0.0,6299,55867,"3,43"
2546,"Chuck Palahniuk
",1,0.0,57285,1325981,"3,83"
473145,"P.J. Haarsma
",1,8.0,284,2493,"3,9"
63983,"Nancy Werlin
",1,0.0,5389,40356,"3,68"
3534,"Toni Morrison
",0,0.0,32174,657988,"3,88"
978703,"Kathleen Kent
",1,0.0,4978,36623,"3,74"
1130453,"Daniel Grandbois
",1,0.0,36,191,"4,16"
800019,"Elizabeth C. Bunce
",1,,2572,21476,"3,69"
4738,"Alexander McCall Smith
",1,434.0,64825,789137,"3,87"
24689,"Harlan Coben
",1,0.0,63947,965799,"3,99"
9212,"Jennifer Weiner
",0,0.0,37782,933695,"3,69"
