id_livre,id_auteur
33282947,7010806
16006132,6526309
74274,42110
33453,16218
570758,1495208
9481431,4399719
9280551,436431
115030,36913
22992,44150
7362638,2924010
8079528,3497918
9583227,3387675
570393,4768959
6658568,53970
5778773,412433
10335318,44565
13015054,4112359
8884616,25422
529241,92064
10101733,4087274
589118,320930
179737,90070
20927491,5821204
13092528,4824952
22174098,6613
20649133,4486715
13665100,5837868
356321,4788791
15832932,4660036
18889290,484627
11544476,2945301
18295858,23613
313110,1244575
25731237,7163319
22521314,7313508
303639,51488
9755855,827236
21851568,7091823
29917,14655
10912,7128
385,219
23285659,5622223
590552,4489
123653,3948
236557,12425
7027569,80212
1838917,1645153
460069,578
706476,16291
239823,9678
1948985,15882
2138727,972440
231566,267618
174354,99685
40795,1230
944267,1114699
891814,29542
105920,12424
9833965,1043497
10592898,1140298
34908,19733
13423215,5278438
828015,95863
60407,34055
8697191,75375
10429005,397315
6460146,2927166
7693972,80941
11824,7536
525285,70180
10346185,38531
18108542,7143940
21474459,7095467
18660750,7223625
12912519,4651111
17211803,969638
21481392,7075737
464685,26771
467457,261937
16042447,6538688
101999,31274
18047049,4563849
366427,13078
23346358,9013537
9477628,371093
25534273,13980964
13932,8650
826576,138514
23253083,125308
18693929,7353473
71730,40541
79448,925519
22838220,7012378
20758175,7832387
25810398,1856113
