id_livre,id_award,date
12891107,3,2012-01-01
6625002,3,2010-01-01
10357792,3,2014-01-01
17563080,3,2014-01-01
25895524,3,2017-01-01
9268487,3,2013-01-01
21457243,3,2015-01-01
36896898,3,2018-01-01
12974372,3,2013-01-01
8315340,3,2011-01-01
34050917,3,2018-01-01
16043804,3,2013-01-01
24885533,3,2016-01-01
8706185,3,2011-01-01
8396337,3,2011-01-01
40610956,3,2015-01-01
30688013,3,2017-01-01
43575115,3,2019-01-01
34311452,3,2018-01-01
9519912,3,2011-01-01
20174424,3,2014-01-01
16065004,3,2015-01-01
41021196,3,2014-01-01
17901125,3,2015-01-01
23264672,3,2019-01-01
12652457,3,2014-01-01
26863057,3,2016-01-01
30295312,3,2019-01-01
4703450,3,2010-01-01
7839024,3,2010-01-01
22062202,3,2016-01-01
17333171,3,2015-01-01
7640261,4,2010-01-01
7519640,4,2010-01-01
13152194,4,2012-01-01
6732019,4,2010-01-01
31823677,4,2017-01-01
43848929,4,2019-01-01
15805442,4,2013-01-01
17978489,4,2014-01-01
13187824,4,2012-01-01
11337189,4,2012-01-01
18505796,4,2014-01-01
17249189,4,2013-01-01
17910054,4,2014-01-01
13588394,4,2012-01-01
11256979,4,2011-01-01
6758423,4,2010-01-01
19616957,4,2014-01-01
13425570,4,2012-01-01
16158498,4,2013-01-01
21856367,4,2014-01-01
23317538,4,2015-01-01
30223075,4,2014-01-01
24502526,4,2015-01-01
7237456,4,2010-01-01
40776644,4,2019-01-01
53011908,4,2019-01-01
43126457,4,2019-01-01
27985224,4,2016-01-01
15823426,4,2012-01-01
9319468,4,2011-01-01
27036528,4,2016-01-01
6828896,4,2010-01-01
22124901,4,2014-01-01
13151179,4,2012-01-01
13521382,4,2012-01-01
24019187,4,2015-01-01
13153693,4,2015-01-01
37756667,4,2016-01-01
18774981,4,2014-01-01
9628743,4,2011-01-01
26792284,4,2016-01-01
13615414,4,2013-01-01
25744928,4,2016-01-01
22551809,4,2015-01-01
40365093,4,2019-01-01
10368067,4,2011-01-01
18213403,4,2014-01-01
40009804,4,2018-01-01
8565083,4,2011-01-01
35265200,4,2017-01-01
13167087,4,2012-01-01
