id_livre,id_auteur
27816584,13359
15771745,36203
17466895,26392
1322303,24514
741481,15091
22884757,32594
23516574,70026
19048521,43554
1071726,7338
22436841,12736
23681340,2266124
20335752,4866
24545715,14610
25022297,17029
25319777,13681
25621823,38120
3831344,543719
25697968,46027
25878671,12772
25855637,56002
25557058,104017
26866624,18015
25339089,1642
3986964,28463
27268403,6884287
28175937,93094
2484198,568999
17493,1218557
28430735,1041311
232467,4698899
29388297,32468
29897456,454774
34182067,5112
18405537,33907
36390016,5363
30373132,53559
32594382,28995
31447045,10182
1032,88506
34866611,21574
35218197,68959
35514861,38954
9698540,5502079
32560066,5129
35038210,14965
37562415,5951
41815475,21982
41829493,16807
40974111,12425
40832734,12444
43175143,5117
44590965,32401
8225859,7477505
29753206,7940084
44076511,1100089
48913916,1067608
45422326,19733
52969988,16789375
1880496,4841825
48678296,8596
115929,24830
2218102,903992
10086681,3155347
49240716,15590
50391716,11078
27507117,1954
50264415,426944
331260,2041
53398496,26
116567,74046
44516,131683
3359011,36746
379160,8732
6192376,25421
3726872,4273
6420578,32590
2432061,22542
284338,6252
24816,24818
6771774,8347
6771730,5329
620790,125984
24611735,11761
108314,6206
7052308,15619
7532858,8924
765983,34049
1906946,3242
89838,108424
779511,12521
192954,47672
128518,6245
807002,1949
6235136,348878
10128608,27100
690329,2347
11203057,4260
77844,106
936610,33467
199531,157663
21485,7579036
10169662,6562243
393601,52989
6972157,2884780
369439,6911915
9537041,157676
13282838,4890658
16099180,3071494
209889,5001654
5927595,179612
590323,161133
274868,53974
127953,1304838
26474,53984
14413557,51424
12878300,1217665
16189172,20
16067631,110982
101862,2821144
13421433,7577278
12555756,9072
1481578,65944
43327287,1233886
17611261,7258893
16164966,13139
15757694,2753954
9768204,6538605
9768203,2889003
23016364,56370
15821931,26891
28958920,3130410
13152194,1651879
19078625,7327341
13420145,4916529
18713134,37048
13162223,176372
35041669,47640
94351,4841310
2848807,7044750
9786641,9432
12617286,3299
693447,107170
21899705,3502
56636,9334
18684615,2313
21816542,3046613
24568450,2238
11324334,3354
747061,25824
13260545,27500
22725294,2960227
6046158,26417
22202,2839569
24677549,7380
25012645,18752
23016659,80824
24062434,51589
1335601,1113469
27853361,4937879
18456078,32549
40605223,13450
31815310,52683
12970162,15393
25311873,52458
33260689,22099
29762106,815
32830150,749461
36295291,6441917
15818357,21778
28510777,4823432
28008677,197
43468726,8925
39071348,9399
38467635,5285
33116557,155517
42113688,52074
42870267,6466778
43599898,55215
43790688,8146
7511615,811
29567621,286014
35425827,2617
62794,566874
33310533,500
51897150,4370565
27845690,3873
51983178,4694
6390031,7151973
49697722,5829056
43708884,6554504
13573419,7121791
307962,5131072
445126,6550037
189182,6546441
196766,4851199
1967633,63898
143226,4175419
15781,6887119
14285,6994731
147908,6896405
1192521,7374424
3741180,7539785
50781,8034143
7023148,7759811
165856,8058866
202650,7215619
9924320,73977
3073174,6950682
149505,4785031
43713,5622223
596986,5997227
192955,6576110
1118874,6452845
11680603,6574132
5820384,7056935
150002,7226675
11903141,6875794
8161632,7105545
362002,7753662
10863979,223343
12690450,6994378
27297,6983012
484143,5769238
1205297,6556689
14404,1935000
18999,7047863
44780,6551005
13062235,6476625
12351695,11633
13551716,5735
14624906,881203
16192492,15905
3426706,239579
9475932,7508
11714997,13661
6344897,903
866136,1194527
567610,10074
15734418,15151
8922087,16904
13605091,11679
9242236,3541
2498049,1461
13517470,585
16246625,1244
424760,3345
17118326,4711
7812107,589
555987,8120
2725,3617
355034,8051
12180248,1240
44184,7285
4303567,1455
17281601,1838
12262889,15481463
78159,3618
16290291,7717
15768119,3137322
5985016,957894
18365529,7195
14058995,2493
533327,24556
18474117,316
11164732,566
18713128,11139
593109,11072
203409,4191
7203997,1943477
6781184,1050
10182392,7799
20518655,1020792
18138948,947
20773953,11466
984021,3706
10552338,1049
21915986,819789
10385505,1036615
17335881,306
24767508,3720
20943623,762707
23209822,3190
11156963,1825
13606970,4012
17408922,16291
23280000,2408
23285789,53535
20492283,2931
17913288,39412
21955078,9343
401454,22067
25668685,16549
21843093,57428
23517137,8361
257669,40398
5505135,34589
17350491,335919
17556418,8054971
119729,156327
27263454,1730
24849026,167047
23209927,6760
30839185,20850
6839020,4784416
35783057,85989
393626,201535
30841984,1169504
6732019,24655
41176626,520296
43356955,49612
43616139,27874
13452923,4046
34763906,80212
25434361,14469
31823677,42919
55792,1421619
44107480,131
39297840,615274
48855342,5023
128529,202867
181972,25334
96505,6247
6006822,575
7104,981834
5744578,24844
471174,6331
108051,27779
298537,9833
593105,1074866
9263,39402
815234,44023
170529,22665
533779,5918
605663,27498
3105537,16961
1380834,861
254660,8072579
615359,8381790
331695,23129
6658659,30830
5290503,6878
9069150,16747
10711,6356
5184603,3371
406422,6281688
62558,380
11106249,2522
1739150,13974
80738,7844
13414323,18907
13564820,93353
131304,2633
13643831,2578
838130,798
9412215,6538289
13741511,713
10710392,2715
15772095,5869
15771424,7136914
186445,1467
7779571,5325
16093278,37766
2642142,16272
16003058,7995
15743703,12542
53948,5657
3173125,1040250
13618136,29182
54995,3075
43885,5600
130730,16204
13554131,10039
544354,3620
2877205,5768
18088594,4917067
25581147,6417
536622,269069
66677,15830
12384984,8842
9219901,4345
19307225,58851
15766776,2226
20460436,12833
20903622,6125
17669067,28186
18667307,44605
297898,2893961
22524731,19708
21894650,18930
22324795,4030
18811324,3012988
42988,4785
23742469,7130
20935107,1055
22739190,626222
18244599,4037220
119832,26242
25027140,4116
6684540,128382
112518,18479
783291,5152
25365530,3167
13623874,61105
25481803,4489
25053346,3565
25668970,8164
17801134,435477
22841551,4174
28800321,12950
28091259,2713
17657206,410653
23266378,3681
32284715,214
13115538,5350
18586621,153734
31367949,548551
15790894,14617
33644223,6085
29952526,39326
32797060,6941
24611819,26946
26597596,9068
34213608,9020
29923707,7385
31144992,7779
29202269,7927
18077875,9629
35003240,157779
33893388,24824
23688121,3083854
38339351,7308
35297469,4820
32956365,12942
43191510,31457
18941670,6569
43181675,1260
29093292,137261
41728904,6343
26255907,4026
5956935,12447
3359010,235
50633870,11882
43848929,36714
37769577,15445
130346,16770310
45294613,16892
446279,58918
807044,12584
80268,7287
209690,28828
22469,1411964
214888,401
5409442,104728
6262518,43443
683927,5237
138558,5333630
5988458,5447785
347339,4824985
80492,6443493
7932,4700629
15100,1530940
588723,1415543
16743,5020443
459901,4529674
5269911,5038699
317293,5169670
271487,5045548
276967,6542656
6377319,5445209
3107,1428675
6566722,6470511
7776678,5308881
205821,6576193
10639954,5773867
9722241,4887264
10869001,5823058
2416991,4889188
867356,5298677
3191898,6469948
11717230,4601855
1569097,6245296
2942523,6476392
865516,3228055
6309229,18880
12885,4906436
320200,345630
781653,165105
7543231,4864330
8550813,4629065
12162274,4662744
7740772,806500
8485458,5249972
10552088,4499623
555500,6527314
975885,6458922
6851,4864634
403101,5816255
7351574,40593
7606431,5194
11753084,5099267
16114675,4721318
13603792,8166
13044650,25
11672438,323656
96908,21616
5444895,3119
21278,1370283
12591698,34408
3664164,5295294
158479,22018
33016249,16667
3629971,1879
683406,5816
15782604,58846
16075834,3441
15980313,82969
12444166,5293
8339286,14033
6465063,9876
38463,8158089
17283481,403
186668,7419
7233473,3619
17458478,26897
3675828,50873
11378659,26306
353761,81466
71111,5300
744224,2448
7519179,7738947
399212,4693312
1433867,7146498
18112657,6550279
293951,5361693
7074259,4519247
1357195,7112593
20321703,7849515
18714697,8077080
1167033,7731270
6722482,7731179
16058721,6518370
21856225,8184276
20567999,6420147
5723653,5028484
22751611,6451574
207918,6588802
1118616,36346
384221,7091425
17408601,7349685
16110552,6166668
21801701,6863455
18374102,8031974
30658,5805745
7171561,7751265
776175,37249
18295852,5758689
20483084,3009541
84463,4146484
24238873,6423161
7139340,4563332
22892122,6941559
17700404,8159417
13415323,4398628
13410943,5831672
25909126,8180726
12015403,6993187
25935012,7874735
23019022,6571021
65388,6581207
782519,484627
29776603,143691
29004052,5370827
29003857,7012378
13505635,7141820
23398748,6612545
603387,3153008
27272505,7315430
1048897,7471427
440638,7150198
548370,5779555
7881207,2132743
130119,7074741
23466036,6551789
26212359,5815432
6912491,6541831
18589573,7734428
1161134,7873610
11547633,5805483
775198,4879423
182136,6567432
36411879,7058694
3170458,7372898
37569318,6980925
34091026,7178194
724666,2771724
432020,7127521
36469581,5752457
6455256,2951194
40864841,6902956
34739995,7079478
44581535,6432984
254501,5342916
5996786,239128
11205802,7074846
36647568,6580884
11284,7171978
109326,8286871
872789,7373567
28660,7276454
77789,5822912
882053,7341481
15682,8219684
137446,7236200
224424,6553058
357173,7074841
11436,7768203
3250465,13705141
541920,8286020
21420175,7056720
763489,6451625
112080,6571986
160,13810432
89716,1881
21420189,18
105999,8589
34303,10420
2350129,4187
66692,858
328064,8644
338131,18143
381364,10264
6397351,63760
2781819,24189
33484,17434
362888,102203
6941324,1641
7871086,11193
7696504,1624
765811,2530
3212912,29068
2972472,2897630
11529182,1235
692871,3347
6273,40311
169875,7565
7789265,6900
781132,30913
12864154,2007
46180,23509
11402993,4999
9874196,4062698
5659537,38065
11792612,67038
129909,24978
895886,226816
457841,2965489
6371720,71878
14288454,50886
16283548,37814
9655178,6218
384579,2752928
6419,51304
16049402,76405
3993839,86778
8951449,8716
6318413,2798441
11455154,104926
2054504,2614
953773,92650
13524900,17597
13097681,9759
12509045,23294
311196,64364
527495,16202
27817191,4443809
13153400,33952
12384681,541293
27550,83086
10718998,22370
73906,107767
11549777,375143
5557442,9241
25193,29542
2961481,1598076
5045718,3517050
18308787,568672
15724908,179790
5082616,6467808
18487180,5895829
3173438,14635
18104749,41013
6582080,117775
18129599,18062
21468450,7043626
12578294,43889
18310201,16628
7646410,217419
16122643,11593
30843,41141
18858489,10652
22847427,18444
293602,23157
18105451,136081
7097866,5283343
23209862,75867
22466924,13898
18188319,1291568
13608133,26957
101191,6989
22088616,327737
43691,46158
3084415,8722
6520376,6587
9628203,54711
6276276,5032367
44323,1258608
15843041,18540
22915011,89552
13432143,13608
24002318,988142
21853636,75091
546255,13663
10187223,64654
129877,132350
26153423,3843
20649195,6412
18774919,8002
22046891,83846
29060994,6810
6344832,6581091
23299513,38569
2161966,1301649
1364772,1538
30558257,15015247
26085520,3956
19161872,238
2624112,822
23533039,5571
7114176,7491
24382227,1194
18674889,7
28480416,10089
31349426,23069
10589240,16094
29496453,16496
26245853,5807106
77040,22996
11166,14032
13630171,3093075
40039708,44037
26312997,1858
46038451,10991
40548354,696805
36389267,10992
25334576,4007
34684622,10538
43191440,4763
19523454,9873809
52759512,17130322
32618967,8107261
857333,17337861
50196744,4279769
41081373,15455603
43521657,16642745
28165571,7391763
12465812,15269309
40116691,14831545
22774,99117
25810500,3408059
21250772,15600590
16103997,5830526
31952703,16022936
381072,8306309
262545,13467894
153418,14137787
303073,17243035
26482,14028431
57901,15049422
634407,4200019
6771684,5331983
102142,119755
281152,4346642
762504,23138
74462,15569092
1720099,1783576
2781816,7782976
76758,8442873
6313326,60478
394228,7769192
6289558,1051591
123106,15890
3788,6925118
50804,13776517
73932,16857084
324748,42110
1099648,2917917
605015,7107744
10810038,13846736
144538,8649
6578507,1290625
647579,1379540
300044,7558024
838668,6453465
108980,5393357
1207980,190403
108979,5014564
7824997,3342174
10720733,8059844
104069,4507090
6853895,5130837
10801027,753097
6495228,4254441
161788,852078
227462,83085
31488,836009
36559907,17082
601219,56019
7031834,4388953
9068791,4512224
6060130,4105961
622855,3519233
25624,321303
871,4042181
7224154,1348627
47701,3484883
9471730,374429
13448374,1079136
13424848,5833
1835150,79589
70884,2761947
15760502,33502
22908,87534
12989115,3125711
5148758,16304
48503,65137
111388,2860219
2332157,4414255
13627199,580315
888367,8685
12722,88685
2437710,12350
6462570,9222
6987527,9785
6184241,29655
935676,15516
6687176,55044
46969,311467
13222508,1025097
11717826,3530
6559316,990148
15757099,63638
8721183,1262010
17929776,77004
8441754,4370
13171072,7025
17206996,3154596
10331050,13234
676,188932
17346301,27281
36613718,33503
13159887,711
18239142,19879
16090271,1744933
2530392,5658
18124599,4019884
17140887,140720
6893384,4415
18362208,1367163
17453516,2761
6348484,6765
13059477,5144
17349023,2330
40884817,1433597
17978443,3535
25419982,3049
12987986,704
8035987,1742
351021,431149
563362,8661
497834,60177
17848055,6420295
33230173,27704
11323484,276660
13608643,85545
16401102,2063919
4736889,57461
18218630,8588
13455542,869
23783832,4721536
22594750,43784
14291975,8516
23650217,1023510
25107900,10518
25506341,16939
22044543,13026
35187179,25307
4600787,12980
24981611,5804101
97030,1405152
15993255,31232
22587134,73149
123667,4930653
22698031,5752359
780344,5085738
11280184,6436698
23434061,4624490
2445973,58
26252659,3532
26309016,7621
3591032,3352591
276859,363130
17783163,44003
24849422,5687
21981841,4176632
26008216,1432
455525,23419
31202835,28024
719600,2565
15704486,1448
29740718,2929
33375622,2751
23848190,8546
17703205,9057
25036395,9685
35910105,6872556
35068592,9121
40972942,12455
28586903,59542
34324484,10482
552106,66700
40227501,11586
60075,8427881
48780470,6916708
879299,8119768
36584899,164187
48614841,8377979
23784634,7353006
7039912,7246482
10567244,7944475
25903764,6567825
10040,5752145
65399,7012713
2932708,10811406
295685,644355
85326,8152045
220741,10315278
6561,8167946
68530,9809333
1976325,8628046
765172,6439440
6076107,8171797
817380,125308
6665900,8039839
272614,6894322
169651,13695109
6177371,5625945
4418237,13505420
418209,6521131
2439931,4480131
384962,8109273
59817,7191170
56083,7496678
7778609,7072888
121792,4330590
194700,7258437
8100267,7139136
9722219,4882127
133775,7335383
35961,515767
179734,6540645
491578,7122060
7789774,6519108
449,2803627
54076,7168230
9658269,1938234
300674,7031278
40490,131208
14347714,8695
2649029,81017
3241366,121825
768884,41942
283489,22548
618520,114266
291583,93971
244357,27621
11706669,55943
45386,363405
13591672,4376
195155,12940
7187640,5672
2623267,48557
146107,99044
6753329,22339
184356,8734
16157776,123715
10454418,48913
11849067,14473
7249522,8719
16280717,6001
6164596,4610
17181677,1873
17133068,12470
11889938,16927
10116769,2887
4369839,1402383
15989553,7622
6577337,8258
6097536,369288
833312,5091
10116463,721
275600,9559
17877452,854076
6465456,4952
17879095,2749
71149,1377
11702,10289
17612776,12605
1105956,410418
12388631,361963
440111,79922
15830010,432859
862311,2983974
17033173,65189
8869236,4859212
28012,11672
15773979,3452783
36434,11291
18145294,17595
17334991,7064545
42435,1462
18388177,4470653
6397935,49625
133238,6485178
62535,383606
17970255,4385839
6203048,1895943
19461580,2940640
18839746,1063732
12578370,8988
9373152,28550
11970747,5769764
41538,3190846
76688,153732
182587,40881
10569269,2096360
23209888,1310735
23353850,1395810
23345583,1831
289029,17623
23494599,3034502
52184,12793
8542839,233619
18505844,3953
18077752,4462369
18077769,1401
146429,1388082
17278396,5031312
20890479,4339
20801166,7625163
8493681,3510
24088823,7116
17333289,3489
28483931,2812835
25816447,696372
45694,3165706
859887,2916205
18102827,5151
23203744,10665
29059405,12452
20640467,4108184
183015,41878
3453791,7275
17679368,4831558
32316602,1280953
9496620,6942
12327052,1111602
13343752,170658
29991719,6039100
20926065,4340281
22819788,3379575
1542100,5416410
11979900,7181038
23492533,2156112
25330544,5158465
647492,6473923
10433091,5286855
6490174,7033774
28186273,4971535
34917666,4418815
30256105,5234997
34218224,5934418
89231,4946788
6225786,5784345
42141,5626443
23019294,94091
36840397,106453
30223025,1307342
34433755,1463436
2590136,145926
1286453,2936539
29589074,41542
11852497,192549
9959373,2958986
38216157,386042
6021526,1628012
88071,16
443765,7902
12540,670859
122771,86404
669305,6492
1847329,1413437
499150,7949493
9298,5046867
142108,13613071
6348889,3427995
339443,5822839
145391,12667
248533,6453983
15450,5622888
2283433,4730894
458450,5309857
28920,6534462
6855506,36615
33820,5274234
65053,5272674
3485562,155717
6366110,218843
454950,140329
3280113,56700
826564,3362
7320458,67939
7134202,9152
890680,9720
47905,1353301
461627,72237
9872091,967839
146128,13369
61901,2560
9790396,9002
821964,49
300045,93970
10419436,5768905
18068693,330967
962955,5444795
39799,4948810
71864,5145808
1013883,5188888
143511,4027380
723558,173491
526869,45922
469208,13591
12407853,18235662
12143472,374590
13562547,978484
15916,3095878
906024,3200239
263466,19954
79550,3105432
10673576,146628
23230,4025590
380887,4416438
3282557,3508354
4732517,3100203
196417,4124788
507069,3111339
60756,3429117
102575,4445700
2332154,99836
13664,347385
15307498,28756
290,777173
12723460,4902564
11700333,1294984
7669259,6435350
7343071,5398028
8563829,20983
13324895,2741079
741635,306449
15762657,6422281
6310782,7056140
1369831,2856948
16035,5214793
18422,6459302
163265,2882485
2414750,5228869
20653878,5421050
577184,6446604
6413374,2704714
18144009,5130089
11175115,5174152
22555753,2413
13062488,882738
13258121,20842
140099,8794
10822395,3249026
18667437,34660
17338675,3080
22571758,43186
22374443,20730
312881,64280
22070851,4611175
748164,17293
1075635,7941
22089601,317354
61354,1916427
36279579,83308
337537,3167424
16160701,6475976
16217670,5804792
27259009,6654493
22717015,6644044
18760264,3112212
248322,6521173
18509683,6860574
24784035,25376
1617191,56353
3933510,25883
18392459,1100593
124983,8389735
36373647,25375
256234,221253
2392841,51204
28319471,160069
23002501,3396842
27139794,7177350
13512946,1956402
139724,33773
25901548,33919
45183,2768002
944652,33918
26128174,5780686
20736640,27167
27912522,27276
22010129,3365457
30095464,5599
33573674,26335
31139037,106463
38456737,598299
34513573,2040815
39893545,9678
28943950,11121
28692401,8622
8521879,29527
40848659,38301
34390820,2885224
22571629,90070
905092,7628
26123021,3163298
16131032,364872
7493186,29471
9753375,22506
25852870,46118
3060904,290189
122126,53574
337132,4044383
28463,1005935
77431,2274221
523151,4118351
7531,51118
6216433,3387285
142442,3505204
3297175,3111338
624672,14113824
18392,8588143
85855,13615246
3474905,15194090
13996,8436117
307079,13987227
958277,5354687
10505,14155920
553243,1080169
508098,14852052
613268,8512303
6764787,4485813
409015,1312879
54804,4530256
5586327,8440277
79088,14235866
86524,13848696
5943093,14031468
98218,14834224
1002539,7055613
9858504,15127507
944211,13525505
97408,14674797
2114086,14358948
207802,15218531
11345170,4615776
1027982,13414088
684509,8196241
122986,17120246
19311,17999118
263731,5369307
760924,5347676
8409257,3131761
9327053,16722065
246035,8587
13060609,142270
9077707,338705
900379,119933
9674335,6378
7202841,61659
6014989,18684
6120349,113844
9523250,174708
9057190,4106
10088219,344618
5936731,2938140
2451604,27318
9843424,359109
88340,86265
698034,272814
97010,38951
16076787,5989
1249931,5255014
7005479,3393956
1533586,6544265
9279734,8178
10706934,7963
16170522,5565007
8213686,5116849
13839194,7040319
5988580,6899829
1804074,4714290
15808474,6480195
18487297,6568822
16111549,6226401
10000191,5416819
16305,6551996
12496,5808070
18667718,6525134
16075538,5829491
141560,87104
13638266,5042085
16054252,71479
351,5029571
187117,1039943
18731338,5878124
22084848,6540287
199854,150482
102806,4849861
18893988,4400967
109889,4435742
18215802,6522690
25623,5436451
6931246,5819163
17643,511372
1688670,4788217
8163722,17142565
23637440,8472193
18298890,4097828
25067570,5095502
984859,1958588
17080254,4875841
16145672,5157126
406849,6441991
508988,5391254
67938,2767837
23935182,6517460
715995,6521898
23012877,6599635
206644,5423648
17262366,8427107
20702025,18002228
9783200,7094314
29547361,6538202
20787232,6870069
9690276,5763676
18070753,4831831
20604371,6466717
1265524,6590457
25526965,6446815
32473957,5255580
29483166,6863360
33099588,2952211
33643994,6580347
22283878,5180626
132122,6568302
28374062,4724550
17287021,7105371
25756328,7163319
32601841,5784542
387373,7375780
17838528,7445352
7117551,8421372
315511,99642
35434,1375073
1652357,2951796
15990928,2949594
25877663,2900815
4506536,2946462
3760,293603
5985369,2885316
45891343,1254282
22924178,560012
50843,4667368
18782545,5416090
227481,3471272
96334,4106085
407234,4792225
3094593,4750309
15803037,4718186
60200,5044405
6048335,4737695
2164457,3319171
223556,4575368
14009,5430977
16176,4735144
3576176,5322924
9919,4342615
1329570,213659
1488157,103615
40271,4575326
4328472,45927
691014,4983102
1241534,4824952
7858034,3517421
645260,5560132
148208,4074084
523795,4928927
11657,4873609
7686654,4983109
389525,4575379
7632310,91168
5979401,4949584
4002159,5287439
963680,5139707
153612,4651111
144006,4610401
9550620,5191012
13278242,5257588
3929671,4632961
824204,5040774
51299,5130544
562795,4094048
28256439,519824
793298,4134859
103525,4687048
133547,4949972
6681523,4807573
106125,4826
215686,3892
157685,1002
23968,9355
7937510,8993
278794,375
50221,10356
11290708,13078
19577,21578
10305231,3222554
6796044,2122
987756,824409
156784,53259
12648447,13778
8526451,3406353
17832472,20357
15853208,5754446
30362,6649
6871031,3352
5465901,466
14015,823146
476733,19405
858719,28345
17449247,3539
10800955,6191
44882,173
17332551,2916869
