id,saga_name
855317,
24892572,Perspective  
9248826,
20995607,Desirable Creatures 
15873785,
16195152,
8372642,
13328197,
7935992,
26225008,
310299,Frank Frazetta's Death Dealer 
75506,
13376363,
23521419,
13647887,
3059244,
16099393,
9335032,
25838513,ALFA Investigations 
29658,
15818254,Jinx 
9336262,
8430056,
22774741,
20505830,
12352541,Niels Bentzon 
17202329,The Grimoire Saga 
17826082,
8385294,
22608127,Montana Men 
25717713,The Forged Chronicles 
27239472,nymphette_dark99  
24888562,
16093933,
12005234,Hidden Mickey 
13601853,Mundo UmbrÃ­o 
2243611,Freedoms Holy Light 
10697608,
12592685,
27250025,Wildcat 
18680106,Hard Ink 
22593010,From the Wreckage 
693238,
18920603,
18803442,Against 
258915,
27869931,
14487872,
44856,
1453138,
23827762,Wolf's-own 
25118397,Darkness Falls 
23505601,
25068547,
129582,Kris Longknife 
9579882,
28255122,
25935780,
18602075,
32184984,
20501122,Torka aldrig tÃ¥rar utan handskar 
23433810,
86312,
1592908,Trilogi Roro Mendut 
13155430,The Ring of Five Trilogy 
253984,Trilogy 
22372242,
23697916,
338234,
12700790,Spellcaster 
4128760,
134225,
4836504,
17234935,
20833988,"Oni su ovde, sa nama "
25223115,
17724864,
124312,
24885710,
126769,
26365013,
918725,
25519820,Hacker 
2367495,
20446082,Alvirah & Willy 
27863883,A Shade of Dragon  
25992990,
414062,
10377982,
10291143,Lucie Hennebelle 
11168429,The Wasteland Saga 
20990952,Sine Qua Non Cycle 
24910237,
28090093,
11332804,TÃ¼m Åiirleri 
27418455,Don't... 
24612533,
24607565,All the Wrong Questions 
15832,
26063675,
25739173,
26586108,
6699443,Everlasting 
25391705,
724935,
13737,
23349181,
28790776,
554165,Alabama Moon 
11633,
25710705,
7337871,Cat in the Stacks 
26699573,
21865587,Old Man's War 
9912400,
8585924,
11346278,
29911128,Quest and Crew 
6501849,
23853376,
17349076,The Vengekeep Prophecies 
20718586,Tornians 
21233769,
22884430,Voices of the Stars 
13513468,
18340366,
600791,
7633800,
16254389,
683898,
18188390,More Than Water 
11680475,LeÃ£o Negro 
10634569,
21402833,My Notorious Aunt 
66038,Women of the West 
243827,
33628293,
25727080,
18619149,
11155184,
11541309,
20646135,
49691671,
28135773,After 
349990,
17830028,
135742,
320197,
13529076,
12391594,
23548141,
965343,Old Filth 
22558348,Captain Riley Adventures 
9583247,
28094772,Royal 
6931096,
18866743,Doon 
317278,Notes of a Biology Watcher 
31280904,
6359293,
29146099,
18359904,"Sex, Love & Stiletto "
10959251,Blood of Kings 
10211746,
6328360,
28082617,
1162714,
11029892,Natsume's Book of Friends 
23120629,
22693211,
30513683,The Magical Forest 
14395,
12503306,
10938612,
380057,
30968750,Hashtag 
30172212,Masters of the Shadowlands 
1454374,
24830026,
23847971,Detective Galileo 
31362199,
16047078,Creepy Hollow 
32107,
17465645,
19500066,In the Company of Killers 
28511564,
1981112,Yasmini 
81922,Rich Dad 
18847326,
1354,
25266010,
19661852,
7289702,Gears of War 
16137205,Revival 
21912276,
21566797,Hitman 
26874911,
1061962,
281818,
20640318,Deanna Madden 
22551747,A Dragon's Guide 
439065,
28369891,Preston Brothers  
26635970,
20338342,
2052978,Virgil Cole & Everett Hitch 
11663719,Caledonia Fae 
12910067,
24954329,
22494161,
30342568,
7200351,Dark-Hunter 
29366784,
33223742,
17340017,
2028,
34094311,Tainted Souls 
26891268,
775366,
17130393,Unbreakable Soldiers 
924497,
70562,
109714,
30810128,Lawyers Gone Bad 
30212015,
24938699,The Borderer Chronicles  
7907680,Oak Knoll 
25563125,Sick and Twisted 
11388271,
13394791,
32478519,
33199662,Swann Series 
1252707,
10459088,
3325998,
34009974,
33608150,
31194923,The Devil's Own 
7146457,
22740195,
17667009,InCryptid 
8341860,
983294,
34533486,
9719387,
28220899,
25898599,
118769,Secret Sacrament 
30241888,BelleCurve 
484714,
23275188,
25467324,
24377372,
13320466,
18604079,Primani 
17468561,
23592235,The Spinster Club 
30364140,Piper Perish 
15723882,
33258604,
25273619,
3175530,
24131307,
1586764,Suttons 
2334800,
21421192,Lewis Trilogy 
16081717,
29843226,The Dark in You  
4923952,
12550743,
77589,
2008298,
35287817,
274619,The Complete Stories of Theodore Sturgeon 
1273773,The Cloak and Dagger 
25054961,
13129925,
30054609,
18621200,
1641409,
24557764,
32467509,
25430584,
860471,Stardust 
1030296,Tash French 
7733705,Video Girl Ai 
16126395,Orange 
26819691,Sidewinder 
29940879,
71121,
34299826,
11910,
1093795,
25677827,
34662229,
7862151,
30643163,Surrender 
28686887,Evil Librarian 
1282954,
16166626,
6968772,
21402336,
9337370,
15705091,
26098978,
26030692,The Tapper Twins 
19243883,
7283975,The Sporty Fairies 
764356,Monkeewrench 
22446624,
25542986,Linger 
25576158,
18021978,Ross Siblings 
36596346,
36218967,
764861,A Resurrection of Magic 
13006132,Rosie Hopkins' Sweet Shop 
36448590,
31217886,
332348,
25636235,Chronicles of Alsea 
36097796,
35002080,Story Thieves 
33241740,Jack Ryan Universe 
24944887,Sea Breeze 
27230661,
77733,
13569942,
34208038,Montgomery Lake High 
25158237,
40411388,
10252302,
27213253,
23309607,
36070934,
18774897,Seraph of the End: Vampire Reign 
34389270,
76548,
18428659,
9447,
25975406,
24187925,
35615224,
27917957,
37026011,
50852,
23513381,Nephilim 
5148645,
24476986,
3950400,
32855718,
34964971,
29424910,Crown of Thorns 
11295616,
15797397,
9780389,
26089799,Psy-Changeling 
36559425,The Falls Trilogy   
33040829,
19192437,
35629654,
25311520,
1057293,
27276264,The Hatching 
34841365,
36347810,True Reign 
12715691,
895807,
879201,
31434533,
14483180,
13258964,
33244832,The Pink Cupcake Mysteries 
32439383,
18779708,
85866,Return to NevÃ¨rÃ¿on 
18527496,
18851126,
7663506,
3384017,
23851442,A Blacklick Valley Mystery 
40528642,
7507944,Akata Witch 
13612965,Magisterium 
9826870,
25453690,The Regency Romp Trilogy 
33819853,
35234740,Jamison Valley 
1127996,
213349,
27984883,
39221201,Out of the Box 
25304410,
2326576,
311909,
22878504,
23753284,
22882847,
30653837,Beautiful Idols 
1451091,
22837054,
37638234,
40557032,Rokesbys 
6967247,
30001662,Ryan Cusack 
24828950,
1231621,
35022102,Golden Age of the Solar Clipper 
30008950,
30975382,Blood and Sand 
27429963,
39916,
38269042,
12969636,
40384576,
25829156,
30133993,
15826934,
37546378,
5947,
26192646,
34725078,
36220363,Heartbreaker Bay 
38333054,London Trilogy 
40225198,Crockett and Crane  
29938354,
35604686,
31438461,
1984222,
6353166,
29350590,Ein Vampirroman 
27687495,
635112,
35080212,
25638179,Alvirah & Willy 
217381,
34726469,
21435166,
13538833,
34964938,
2796617,
36575774,
7029838,
29630399,
25751208,
43815153,
17557622,Sniper Elite 
31202255,The Sinclairâs Mysteries 
34776099,Hollow Folk 
4438553,
24044596,
38096786,Bragan University 
34568988,
36952596,
25190993,
1282266,
26116505,Edge of Extinction 
34667403,
33828743,
314316,
43325703,
7683075,
55448,
9526993,
7236820,The Ambassador Chronicles  
30212829,Spotless 
34525316,
38893704,Frallan 
33986959,
45160724,
17453303,
1971990,
25116648,
37706827,
28245707,
35072052,The Pink Bean 
7227391,
176943,
29756850,Again 
1381000,Exit  Unicorns 
25111119,
2491571,
36419262,
17981399,
36058466,Izzy O'Neill 
28425193,
37658988,
20344952,
1494241,Kino's Journey 
35592061,Legion of Angels 
710499,
17286692,
26597611,
132543,
6098855,
35074316,Morgan Dane 
37173847,The Founders Trilogy 
33852393,Ren Crown  
28594377,
22875097,
5999228,Ø§ÙÙØªÙØ© Ø§ÙÙØ¨Ø±Ù 
15842230,John Puller 
36319758,
29456569,Lifelike 
31327371,The Green Ember 
39796904,
24565248,
17286033,
6333807,
367334,Ile-Rien 
37639299,Futuros PrÃ³ximos 
34761718,Le Paris des Merveilles 
171535,The Damned 
33574173,
18658342,
36307237,Pretty Little Dolls 
36326842,Familiar and the Mage 
32721793,Fairbourne Quartet 
13610518,
39961590,
33217250,
30858,
33163388,
30971755,
42844533,Pure/ Dark Ones 
52708823,Ruthless Boys of the Zodiac 
13572289,
6771443,
17705692,Ð¯Ð½ ÐÐ¸Ð±Ð¸ÑÐ½ 
10611711,Happy Marriage?! 
45043778,
26404001,
35297386,
36066197,
36118582,
40542933,The Wages of Sin 
27710148,
36118682,Something Dark and Holy 
36489672,
32388712,
51781351,
34872713,Metamorphose 
22926200,
40209370,
33158532,
1140987,
43925876,
36217425,Eddie Flynn 
15812696,
48577242,
38531884,
18307852,Valeria 
28458598,Dimple and Rishi 
37539893,
35688170,
36615592,
9661294,
27833866,
1072093,
3450744,
36798291,
41704268,
15740553,
2099342,
34875703,
795803,
29985976,Earls Next Door 
18586487,The Long Earth 
30375777,
11224849,Seasons of the Moon 
34495927,
17557711,
32939643,Bleeding Stars 
49537004,
555048,
406575,
45991174,
8275050,
41818601,
35106178,
41946894,
667104,
19288199,
51225070,
33230583,
31423133,
22717666,Magic 2.0 
39295318,
37708024,
5273533,à¦®à¦¿à¦¸à¦¿à¦° à¦à¦²à¦¿ 
25446323,
36117813,
3085858,
6003269,
16373837,
17230517,Rhyn Eternal 
1435283,
208706,
6004951,ÙØ§ ÙØ±Ø§Ø¡ Ø§ÙØ·Ø¨ÙØ¹Ø© 
19065680,
25195596,
45730161,Bad Seed 
15846835,
45046808,
15833906,
17902551,
8773729,
26196150,
9790971,
52722291,
7840996,
10419181,
43575675,
31373184,Dreamer Trilogy 
41720140,
38619022,
39555142,
50786753,
27276324,
52208003,
34506913,
50837006,
7787235,
36631066,
40660159,
23657454,Berrybrook Middle School 
96119,
35165738,
41824023,
39847584,Frankly in Love 
25029396,Princesas Modernas 
43862295,
46254846,
391603,
5989631,
485025,
6130850,
18300172,
34649348,
52152720,
7748196,
1931239,Dome Trilogy 
35003282,
34272476,
1625966,
27998615,
27212866,
44890112,Strange Planet 
43232391,
6011732,ÙØ§ ÙØ±Ø§Ø¡ Ø§ÙØ·Ø¨ÙØ¹Ø© 
12633800,
214641,Don Quixote 
43606187,
1384924,Petsitter's Club 
30302447,
27845366,The History of Bestiality Trilogy 
26721488,Brewster Triplets 
4477,
2898332,
169503,
22337524,
38123080,
5941296, Ø£Ù Ø§ÙØ¹Ø±ÙØ³Ø© / Ø§ÙØ­ÙÙØ¯  
53483124,
445024,
25089757,
254499,
240617,
53144646,
3018111,
44794098,
20262017,Overworld Chronicles 
44890081,
41473839,
42617681,
30319094,Kase-san Series 
533998,
23589862,
3260326,
9071883,
5996120,
6898978,
40702154,Ash Princess Trilogy 
40956551,
94944,
35216509,
58576,
29430869,
36680734,
2808945,
28645638,
1618417,
333766,
99951,
3230480,Witkacy - DzieÅa zebrane 
1518737,
1235056,
250524,
1336275,R. E. Lee: A Biography 
1014069,
220680,
40287,
1007870,
999655,
269041,
372850,
92500,
845868,
773961,
235786,
503773,TrueColors 
555136,
129972,Mr. Bridge & Mrs. Bridge  
3399331,
302431,
25071,The Calloway Trilogy 
327336,
6713322,
1271502,
6137430,
1256621,
140088,
115033,
195211,
92138,Myst 
2063563,Russell Brand Memoirs 
3789901,
4703166,
4339138,
1801070,
25933,La ComÃ©die Humaine 
2142060,
2114866,
895005,
244466,Alaskan Quest  
3398701,
42157,Elizabeth and Tara*Starr 
114178,
109726,The Edmund Trilogy 
1363590,The Five Find-Outers 
1576334,
6439770,Legacy of Love 
2076055,
3569961,Hemlock County 
99452,Xanth 
3854232,The Unicorns 
5996621,
6643948,
6571963,Carhart 
3978,Seasons of Horror 
2223353,
821026,
181729,
7171787,Secret Society 
2459677,
1327050,Hanafiah 
149704,
566850,
1419166,
129659,
6574915,Blood Coven Vampire 
831893,
2506250,Sucks to Be Me 
47733,
50664,
1455558,
473869,LaZelle 
134958,
169676,
1269234,Olivia Kidney 
7181610,
876234,
3146634,
2911138,
16488,
117835,
3165887,
148216,
817378,Shenandoah Sisters 
17744,
5730888,
7707148,Fabulous Four 
10765,Paul West 
320247,D.C. Quartet 
609518,
1259971,
569050,
237900,
2029932,Odd Thomas Graphic Novel 
72694,Time 
763031,
8456385,
6203395,
223145,
1404756,Trilogy of Desire 
1286711,
851592,
1004183,
8431510,
215791,
1551510,
7998835,
497121,
6663818,
19133,
511241,Yotsuba&! 
38989,Chasing Yesterday 
1305001,La Trilogie du mal - Joshua Brolin 
6441387,Secrets of My Hollywood Life 
2380313,
7980229,
159788,
55386,
4723885,
764704,Demon Princess Chronicles 
828987,
129956,
1404411,The Story of the Stone 
329736,Swallows and Amazons 
2338190,
7150757,The Chosen Ones 
43603,
227789,
6601221,
198639,
51637,
3112733,
6325689,
55776,
7456726,
9535775,
2670654,
7888799,
3555477,
1156197,Point Horror 
748523,
24073,Everest 
5252140,
7719324,The Magnificent 12 
140503,
12335,
59818,
3287096,O Bairro 
1702668,MacNachton Vampires 
445426,
6608160,Leonid McGill 
120728,So Far from the Bamboo Grove 
362212,
1035021,
684770,
411460,Alan Gregory 
4468753,Wrota 
1480335,
2283880,Stella Etc. 
9736277,
7704492,Thrown to the Lions 
158685,
17829928,
3176299,Serial Syakila 
301438,
84148,Vikings Underground 
655782,
412969,Straton Family 
107791,
173307,
17781,Gallaghers of Ardmore 
10301321,
59569,
23244,Demon-Hunting Soccer Mom 
420125,
8532187,
379701,
11191602,Wickford High 
7741065,Brides of Gabriel 
178466,
7467724,TransylvÃ¡nskÃ¡ sÃ¡ga  
21607,
1090318,
5995752,
3237324,
7997987,Love at Stake 
655739,
50923,
6803572,
2906724,
8602369,
7152212,Saddle Club 
247094,Brotherhood of the Sword & MacAllister 
11775787,
1042174,
139958,
6621215,
246414,
3238393,Michele Ferrara 
8289097,Sherlock Holmes Chronicles 
7869869,
557700,
3246957,Ivy & Bean 
11156050,
2328316,
6155,
6829958,Uma HistÃ³ria Privada 
8610438,
787546,
67872,Grail Cycle 
533639,Promethea 
388219,Snake Oil 
1838612,
1232796,
640594,
290252,Lowlands of Scotland 
7469133,Dexter 
11995,
12489539,
99230,
2364629,
206553,
1239219,Jack Perdu 
7881742,
899411,
1654216,
45033,
6681400,
7283762,"Katherine ""Kitty"" Katt "
346211,
921735,
1772413,
238344,
6428672,LichoÅ¾routi 
136963,Daughters of Lancaster County 
386477,
482977,
5479405,
2593876,
13001038,
3188186,Michael Bennett 
68842,The H.P. Lovecraft Omnibus 
11783587,
932049,Patience Goodspeed  
233933,
9659034,
298468,Celaeno 
3665783,
6816823,
4838255,
7049405,Princess 
241101,Mike Black 
6795139,
11530122,Kowalski Family 
74556,
2195295,Faerie 
1626066,The Accursed Kings 
61931,The Talent 
1355993,
129216,Benjamin Justice 
11098832,Zwaar! 
1062516,
8664,
165357,Mrs. Murphy 
116581,
7685,
7790460,
110382,The Splendid Trilogy 
4343353,
9733619,Doctor Who: New Series Adventures  
307576,
10841337,
1038850,
13424287,Sami Saxton 
167845,Across Realtime 
10876598,
9296389,Goddess Girls 
12574,
2684654,
4591230,The Egyptian Trilogy 
6751356,
13420948,
76970,The Hardy Boys 
13108754,Fire Spirits 
13554073,
12796583,
7092490,
8478990,Halle Shifters 
6469944,Ø¨ÙÙ Ø§ÙØªØ§Ø±ÙØ® ÙØ§ÙÙØ§ÙØ¹ 
149403,
3121162,
757196,
9031163,Crusade 
1453991,
9723754,
12081764,Daughters of Saraqael 
7091296,
13618467,Charity 
86699,
11423066,Baby Boomer Mysteries 
478744,
81935,
6052079,
508957,Earth Chronicles 
12680575,
1048940,Emma Harte Saga 
133486,The Romanovs 
637966,Cities of the Interior 
591965,
2855,
417807,Camfield Legacy 
17617913,
138897,
6620483,Swindle 
12063560,Strawberry Mansion Series 
149622,
54823,Houston Series 
1721893,
283101,Vampire Hunter D 
9874973,
6761053,
13625504,
6624899,The Outlaw Chronicles 
1932042,
412287,åæ¢åµã³ãã³ [Meitantei Conan] 
6746528,
252464,
12096557,Unbound 
1788325,
7048818,
1205982,
12971285,
8748031,Song of the Fallen 
12084655,Downside Ghosts 
443078,
23289,
6696420,
10561549,The Edge 
77837,
35545,
233664,
15740496,Night Feast 
341242,House 
6496815,
13384,Vinyl Cafe 
2185,
17853463,Obscene Illusion 
97006,
8589321,
3534884,
4776866,
287632,GhostWalkers 
4685,
8077593,
4187533,Songs of Earth and Power 
7942534,
92301,
248378,Goblin Wood 
477520,
11091004,
17208764,Piercing the Fold 
1132976,
248884,ãã«ã»ã«ã¯ / Berserk 
13560388,Fallen Souls 
1187526,
11324152,Mitchell's & O'Hara's 
1237013,Diamant-Trilogie 
11451112,
1717889,Pandora Hearts 
314362,
3119662,
335397,
11766885,
4441294,
64179,Bride Trilogy 
15839572,Poconos Pack 
1091593,
272773,
15748293,Eighty Days 
15995436,
336886,
401060,
1148307,
2093404,
14289725,
12745053,
294368,Notes of a Biology Watcher 
815890,Rutshire Chronicles 
3617118,DCI Mark Lapslie 
15704567,
194611,The Poldark Saga 
11433851,
7171880,The Fallen 
232033,The Troy Game 
201817,
126137,
7821831,
13531818,
8514712,
280958,Sin City de GÃ¡rgola 
1639512,
124110,
8694522,The Witch's Daughter 
6791610,Lucky Santangelo 
97008,
10776592,Nina Borg 
4700482,
186420,Newford 
161363,
11080460,Ewert Grens 
15761362,
6617506,Bloodraven 
315039,
329136,ããã¾ããå¤§ç [Azumanga Daioh] 
1869060,
60600,
10559187,
543203,
9692847,
393902,
140688,The Albany Cycle 
246056,
17133266,
13421636,Rescue Me Saga 
44188,
2389174,
8501350,
1341846,
7969396,
3486266,
406660,
7306325,
15743742,
12176602,Blood and Light Vampire 
1024240,
13034086,
521942,
8828604,
15755355,Residue 
93372,Akira: 6 Volumes 
13579908,
16045953,Tales of Eden 
100834,
652558,
6044042,
15844617,
6561068,
862007,Nancy Drew Mystery Stories 
741238,
76237,
359829,Star Wars: Jedi Apprentice 
7058362,
234559,Justin de Quincy 
13319632,
95241,
94667,
245832,
251180,
16219204,The Cull 
158277,
998209,
5205697,Offspring 
809403,
8849382,
6773503,
13280482,Redwood Pack 
961949,Nate the Great 
8580616,
9275067,Lucky Harbor 
423124,
12846322,Palmetto Moon 
16098291,
12924307,A Need So Beautiful 
17562672,
1011839,Mrs. Jeffries  
16111980,
107318,
15774058,Bronwyn Chase 
6215420,
13538348,
17348772,
1317,
10358250,
388431,
11422916,
100343,
7507938,Candle Man 
463,
7983432,
1069451,
12985143,Hemlock 
2663313,Ravenloft 
1081976,
9852877,
10558077,
599721,
15847065,The Emperor's Edge 
228669,
6916800,
7556413,
84077,
12469002,
67933,
9797936,Ava Delaney 
7787252,
511613,
17853106,
1000783,
18042061,
17975383,
7664735,
18922,
9748274,
3290542,La Guerra de las Brujas 
1165925,
1378221,
181401,Magic Tree House 
16032344,
259319,
17934849,
13347358,Hereward 
17830225,
9484114,
10586317,Empty Coffin 
2750303,
420474,
17984047,So Many Reasons 
15853240,
4174529,
1557369,Sweet Valley Kids 
12707296,
2879,Bleach 
11080437,Drifters 
13413649,
15987008,Therian Secrets 
11100788,
8043282,
18070142,
10241239,Lauren Westlake Mysteries 
16281004,Smith High 
15763784,
10151228,The Westmorelands 
7182,
3133038,
18217772,
1117634,
13615853,Valerie Dearborn 
418621,Kitt Lundgren 
416722,
17905432,Witch's Brew 
6379752,
7507946,The Youngest Templar 
17409259,
18281513,
7959424,Regency Hearts Redeemed 
12384972,
246258,
809428,
116356,
152931,Must Love Dogs 
17568984,
15804232,
6079129,
23300,Ulysses Moore 
17725556,
18251073,
4566521,
15823461,
7933377,
4315013,
480443,Rune Blade 
17204568,Bell Harbor 
18337873,
4388466,
71653,
13057447,
2261584,Fruits Basket 
13508378,
6293922,
121457,
1146093,Blossom Culp 
12362559,
17735326,
18331335,Hydraulic 
7491882,
6794736,
18383137,
16081836,Love Lines 
16071790,
18163180,Setiap Tempat Punya Cerita 
6861156,
355704,
16173110,
82199,
9475091,Johan Series 
240537,
11968674,Disturbed Girl Trilogy 
6955283,
17166165,The Compound 
13568555,The Kings 
16159648,An RM Outdoor Adventures Mystery 
303948,A Time for Dancing 
957379,Deepgate Codex 
17372057,I Surrender 
32856,
6565080,
112247,
9305694,Petal Pushers 
18135071,
6716,
7343231,De Kleine Odessa 
167216,
1451580,
10327048,
328469,
17883157,The Endurers 
16101135,No Safety in Numbers 
297478,Virgil Cole & Everett Hitch 
6284107,
24334,The Amazing Days of Abby Hayes 
11380935,
872468,
15797509,
15793626,
19162170,
871761,
3607394,My Swordhand is Singing 
2023060,
6515858,
109421,
1070529,
505636,Jacob Lansa 
17317588,
13551244,
37527,
2253258,
124853,Donovan 
17833808,Kiss Me 
13120076,
6348864,A Note in the Margin 
6509099,
1836143,
10560791,
10227185,
19297208,Inspector Salgado  
13493852,
11611689,
6641640,Cannon Pack 
7976897,
13599291,Masque of the Red Death 
10407213,Alita 
5632318,
18481773,
1553928,Horrid Henry 
16000963,The OâBrien Family Saga 
13498,
17981453,Geronimo Stilton Cavemice  
1243240,
20758493,ÙØµØ© Ø§ÙØ­Ø¶Ø§Ø±Ø© 
9331081,
18583137,The Sorcerer's Ring 
1384596,Highland 
1485911,
16000996,LaBlanc Sisters 
13165171,The Dragon's Blood Chronicles 
3292665,
580905,
6272048,Detective Emmanuel Cooper 
13262061,
48841,
16299700,Gastien 
19272774,Medieval Lords/Dark Champion 
16068797,City Five 
13037689,Personal Demons 
17612258,Woodlands 
19258731,Braddock-Black  
9003982,
876843,The Epic of the Wheat 
20317262,
219545,
1009140,
20888431,
12069434,Temeraire 
9998825,Cork O'Connor 
19862263,
13602393,
20529909,Hidden Mountain 
35125,Alien Movie Novelizations 
17412099,Dark 
32858959,Swann Series 
7192385,The Sixties Trilogy 
113387,
11538073,
256506,
10652379,
13497756,
15750610,First Law World 
962671,
16037779,
36241716,
167530,
18642552,
18662771,Accidental Crush 
8139160,
2330827,
10278211,Half-Orcs 
1533417,
246262,The Jewel Fairies 
21430091,Undead Rain 
348187,
85854,
31490,
18717917,Marked 
20560219,
662961,
291551,The Cleric Quintet 
4882340,
7958702,
1005680,Basil of Baker Street 
209576,
983546,Joe Pickett 
317081,A Jaine Austen Mystery 
6548470,
1421759,Sammy Keyes 
3451949,The Legend of Zelda 
6316205,Vish Puri 
11276293,
6184032,
13365907,A New World 
124749,
20491654,Toys and Soldiers 
17981721,
18258717,
19164621,My Beloved Vampire  
17563192,Morning 
1211251,
7001377,Les Gargouillen 
17189948,
17798233,Marked Men 
13528436,Joseph O'Loughlin 
1746329,
22236956,The Nightshade Cases 
39855052,The Daevabad Trilogy 
21814415,Vaccination Trilogy 
15851966,
8435071,Dark Magick 
11328737,
22013709,
886066,Culture 
22315043,
207806,
17415726,
45895148,
3388877,
15738302,Emily Chambers Spirit Medium Trilogy 
21560819,
17905237,
3506974,
213198,
13634800,
13108849,
2009369,
11953074,
6806633,
18624809,Ghostly Southern Mysteries 
18712263,
8329361,
22030093,
142079,Kinsey Millhone 
17800143,Divinity Stone 
19464153,Unspoken 
127419,
2326098,
727215,
22547900,
162374,
7138346,
15808302,
21827600,Condemned 
16489807,
3866127,
11540514,Alpha Pack 
2031853,
22540002,
9692878,L'Ultimo Elfo 
16051428,Kladivo na ÄarodÄje 
9378740,
5294,
2578867,
17213973,
3429863,
1396066,
12408735,
22319080,The Final Formula 
393898,
15248989,
17668631,PhÃ¦nix 
18776164,The Jellybean the Dragon 
27277484,The Complete Short Fiction of Clifford D. Simak 
18579799,The Aether Chronicles 
20306461,
1711689,Åwiaty Pilipiuka 
11476593,Arcadia Bell 
18631943,
18243325,Pulsaciones 
6552717,
20661893,
13581798,Dark Protectors 
15814895,Dark Ink Chronicles 
10917937,
265858,
8074838,Otherworld/Sisters of the Moon 
12750745,Primal Instinct 
7992563,
28650,Weather Warden 
708432,
133268,
11808153,Deviations 
14059726,Daniels Brothers 
611057,
590744,The Superman Chronicles 
4495772,Codebearers 
32987,
13500070,Black Wings 
101571,Darkness 
9232932,
21416728,
13541076,
20412983,
90994,
13261413,Rogue Angel 
239810,The Herdmans 
5956378,
22706350,Fleetwood & Sheils Thriller 
971277,
5980364,The Morcyth Saga 
18009797,
1853774,
13604637,Reapers 
855727,
6377233,
8293863,Alice 19th 
18798988,Obsession 
2978548,
21965351,
15738354,
13546981,Brides of Amish Country 
7492119,
17934399,
17169024,White Horse 
20548917,
15754545,
18459190,Dark House 
9988148,
1520869,
18957266,
17558048,
21472139,
18159177,
2861035,
22587069,Wildcard 
20023,Morland Dynasty 
8683,
12165278,Alle Toten fliegen hoch 
3079543,
10631307,Het Bureau 
17999567,La corte de los espejos 
20511904,
54594,The Complete Peanuts 
20798954,
7851203,
22405578,Riding The Line 
16034400,Born in Flames Trilogy 
21526646,The Beast  
21000538,
18140842,In the After 
15793074,The Clifton Chronicles 
17787759,At Somerton 
9253236,
4616864,
22913073,5th Street 
20706651,Animas 
1657392,
18659365,
6467360,
15801762,Zom-B 
7575266,
21239135,
1375896,Septimus Heap 
2432721,
23854995,
17316770,Alienated 
22914687,Mysteries of the Red Coyote Inn 
15710557,Some Quiet Place 
6069156,
22844784,
9977836,World of Tiers 
6553,
5704478,ÃÃ³ra GuÃ°mundsdÃ³ttir 
8585118,Young Samurai 
21882146,
1856004,
16156006,
22030418,
17678077,
22700430,Sterling Shore 
15717850,
18138222,Spirit Walker 
7242119,
18283770,The Worth 
613229,
13060924,
11017211,
50750,Aisling Grey 
12166282,The Spellmans 
8890606,
7084002,
11301,
22842939,A Dance of Dragons 
18008074,The Staff and the Sword 
19193315,
20351509,Fallen Crest High 
153191,Doctor Who: New Series Adventures  
891671,
12956766,
16230498,Katt and Mouse Mystery 
19549803,Chronicles of the Fallen 
17822248,
107338,
1484149,
18242995,
18599776,Pretty Little Liars 
6425814,
9640837,
18041750,Trench Coats 
24501994,
1711389,
22609434,Daughters of Hampshire 
22146939,Chosen 
17668976,Him & Her 
1686820,
911645,
764360,Haunted 
20613439,Texas Nights 
3730554,
20708785,The Friendship Dolls 
710582,
164836,
12506550,
20958463,
12138494,Arclight 
1902917,
5715698,
887573,
23931668,
13073519,
254704,
22176808,
282987,
15737115,
23387007,
25270605,
10846330,
81612,World of the Lupi 
16006282,
18430452,
2884065,
20519000,Wild Cards 
18187566,Avery 
25305006,
11637339,
280313,
21530082,
15722284,Odd Thomas 
114812,
22405779,
6064622,Violet Wings 
17378579,Graveyard Queen 
15942674,
338480,
12446825,Fever 
47586,
8388983,
131060,
13235689,
22124901,
10644585,
1742699,
18898806,Boaz Brown 
3006702,
11102353,
23213844,
20601872,
24864614,
17183049,
9429803,New Scientist Last Word 
23286130,Blood & Roses 
12946981,Sumpfloch-Saga 
4485,Frank Lehmann #
47952,Ephemera 
15703297,V is for Virgin 
13436969,
18042658,Forever 
25693031,
3425041,
25636797,
25560247,
300118,The World According to Clarkson 
475166,
9310626,The Meq 
16152988,The Hunters 
21420475,
16252384,Yellowstone Romance 
6619072,
25154365,
2282267,
13167818,
124248,
22341258,
25770899,
24664657,
21422053,Salt & Storm 
1397889,Accidentals 
498664,
17999258,
126780,
13931214,The Dwellers 
25517477,
18273875,
404857,Legends of Ithyria 
9283551,
18924775,
13420993,
9396242,O Homem Que Mordeu o CÃ£o 
18680897,
2726437,
59196,
23261012,
21796750,Grumpy Old Wizards 
988783,
16107148,Fire Born 
18527499,Whatever After 
147602,
9764,The Wild Swan Trilogy 
17412093,Dark 
18754663,
359273,Javier Falcon 
18488996,
9842869,Die Erben der Nacht 
2554680,The Thirteen 
31493,Elmwood Springs 
17279452,
17860848,Last Chance 
12436013,
24700453,
36172914,
68980,
24809194,
13572607,Firstborn Trilogy 
23978331,
12685077,The Earl and The Fairy 
15757490,
13333127,
953199,Blandings Castle 
2598854,
26188624,
19145369,
684911,
20420053,
4133254,
13626818,
18085456,Jinx 
16204119,Hanne Drais 
7600056,
7706939,
26009668,
23669798,
18982011,Witching Savannah 
