id,saga_name
13511036,Blood and Brotherhood 
2842492,
5960371,
20632650,Dark Protectors 
8144897,
15835877,Dust Lands 
23174439,
1861535,Alex Kennedy 
7794506,
15837539,Arcadia Bell 
1493389,
17791526,
10599735,
10381472,The Maker's Song 
18693362,Thea Stilton 
8892943,The Hunting 
8126204,
6121374,
8074845,Otherworld/Sisters of the Moon 
52740,
22589377,The Heckmasters 
15807056,
50607589,ÙÙÙØ© ÙÙ Ø¬ÙÙÙ 
15808774,Black Wings 
8567584,
9859436,Something Strange and Deadly 
2378914,KÃ¼Ã§Ã¼k AdamÄ±n RomanÄ± 
17304282,The Inner Movement 
17693017,Motel Mini 
11521304,
18308526,
197515,Elephant & Piggie 
2691613,
423681,
4103282,Shadowmen 
50548,
300196,
932634,
611843,
10426868,
16078317,
260776,
10689770,
461718,
15723902,
1100375,
17713832,
12176927,Dead Is 
22820427,
1404932,
22084404,
41999,Morland Dynasty 
23612407,
410237,
21412466,Deadman Wonderland 
20883640,Dardian Dreshaj  
20940407,
18052066,Matthew Shardlake 
750165,
18885416,Riding The Line 
11510229,
18659745,Seven 
2507629,
9379365,The Book of Awesome 
18529022,
694270,
20486912,Blue-Eyed Four 
13570725,Wheels of Steel 
836339,
17286958,
21532198,
4428698,Webster Fields Trilogy 
1596376,
16135109,Variants 
16137548,Friends with Benefits 
7841672,
308532,Dan Shepherd 
22845021,Ignite 
750693,Yotsuba&! 
17251556,
23700870,
18656310,Souls of Fire 
23822521,Flawed Love 
577060,
26596,
7453425,
6365315,
12519325,
19615646,
6293883,
1306954,Miss Silver 
22340465,
22011936,Bajo el Cielo PÃºrpura de Roma 
157526,Weather Warden 
372493,Arthur the Legend 
17798654,Temptation 
10230238,
824762,Reborn! 
12079188,
219812,Doctrine of Labyrinths 
520111,
22559534,
3100880,
1480102,
19288260,
228539,
20518878,
420753,
22735108,
13528381,
9583669,Charlie Hardie 
2832015,
287571,Bubbles Yablonsky 
18657122,
24968047,
6716024,
7293597,
171351,
18681071,Trench Coats 
311696,Ami 
20793484,Chosen 
359786,Star Wars: Jedi Apprentice 
22446955,Covenant of Thorns 
20808606,
2167585,
8104960,
24966418,
17303844,
897426,
24976329,
14741167,The Guardian Trilogy 
12555973,Darkover - Publication Order 
25006545,
23432705,Southern Roots 
19102837,
1260916,Runespell Trilogy 
227903,The Divide 
25597461,
22980201,Call Me Cat Trilogy 
23498189,Cold Iron 
2465823,Vassalord 
10367431,
25576253,
682173,Bannions 
2909981,
991849,
17338668,Andrew Stillman 
23269991,Jokers' Wrath MC 
17278,
22892956,
18667798,
25565443,
205014,
13411546,Prep School Confidential 
10308381,
18370024,
25625586,
3556696,Nina Wilde & Eddie Chase 
20557345,
906860,Arbat Tetralogy 
25451022,Codename E.L.I.A.S. 
1120851,
24517372,
27262418,
13722527,
605609,
22814157,
14498145,Brokenhearted 
8732153,
25859656,Frank Friendship 
47633,
214434,Chronicles of Arundel 
6943146,
11799340,Spin 
22699416,
108359,
25835662,Groot 
17369219,All the Wrong Questions 
646170,
22886708,
8174285,
25370574,
25698394,Robert Finlay 
9751518,The Divided Realms 
26188373,
23847950,The Dance 
1557354,Sweet Valley Kids 
465003,
23237685,
28550,
22046823,Witching Savannah 
26026345,New Species 
605571,
22595737,The Dire Wolves Chronicles 
21363330,
19066,Wolfe Brothers 
2455753,
17465485,The Twistrose Key 
17863,
23492669,
25121911,Salvation 
18081112,The Oz Chronicles 
6716452,Megan and Livi 
5599436,
4534451,
12890787,Wolf's-own 
18405704,
10900231,Liminal 
174622,
23161212,
16158525,
41055,Vicky Bliss 
10215337,"Kingmaker, Kingbreaker "
18404310,
433027,
24431618,
23161556,Surviving the Dream 
23211458,Walk of Shame 
17185936,
77505,Mars Trilogy 
385185,
18957343,
28470369,
24059,Macdonald Hall  
15769772,
22758459,
17455042,
18138189,Raven's Shadow 
324296,Three Men 
22024901,Calloway Sisters 
23621715,
7340350,Girlfriend Fiction 
24264796,
12113,
13499078,
13451598,
362199,Shiloh 
26539950,ÐÐ¾Ð»Ð¾ÑÐ° ÑÑÐ¾Ð¿Ð¸Ð¸ 
1845953,
18170583,Ten Tiny Breaths 
13130990,Surviving the Dead 
160425,
29093183,
24204235,Falling 
8701129,Tessa Leoni  
15810115,Hat Shop Mystery 
23245584,Her Majesty's Psychic Service 
16060302,The Blackwell Pages 
8433105,
53494,
10414930,Wonders of Brian Cox 
3892210,
29478816,
30090416,
30091943,
1871187,
17287009,
23310175,
25084828,
24268361,
7356329,
22529434,
21971350,
744322,The Companions Quartet 
279691,
17336894,
11256624,Monster High 
22571652,
20484545,
13425592,
7044136,
13041,
23763,
29075421,The Good Ol' Boys 
25716705,
18265371,
16154069,Amos y mazmorras 
1888246,
15829871,
25663912,
389704,
18062640,
15981669,"Civil War: 1861-1865, Western Theater "
18774981,
1602960,Eustace and Hilda 
110863,
22396569,
10297024,
20706295,
13497008,OsmanlÄ± Ä°mparatorluÄu Ãzerine AraÅtÄ±rmalar 
20986946,
18462640,
1765082,
31850872,
18656280,
15849318,
990921,
18693743,The Red Queen's War 
11781490,
9315614,
370045,
12049592,The Search for WondLa 
6434232,The League: Nemesis Rising 
25756989,No Greater Strength  
1172822,
30893014,
20409985,
26109094,
148050,
23122464,Sheridans 
7502918,
22375881,
1591114,
19187435,
23014513,33â 
2815672,
870334,
22909838,The Orphan Queen 
29749107,
7799139,
22859522,
689225,
31423551,Shadow Magic 
1031,
25072476,Family of Lies 
462132,Harry Barnett 
25243735,
74405,The Cornish Trilogy 
26458135,Born 
25970680,PÃ­deme lo que quieras 
13272633,The Parasol Protectorate Manga 
29758019,
32849218,Swann Series 
25373472,
32521178,
13828409,
25139420,
22881797,
4110127,
22611804,Criminals & Captives 
17912981,SPI Files 
15782369,
9860272,Flint 
886095,
22609024,
71182,Christ and Antichrist 
19561922,Chief Inspector Armand Gamache 
84036,
22917641,
20426917,The Hollows 
26008758,
28446327,
3099875,
34838422,By Way of the Lighthouse 
31701675,
38469,
24932397,Love Detective 
35642291,
1367916,
16065950,Ø¹Ø¬Ø§ÙØ¨ Ø§ÙØ¢Ø«Ø§Ø± ÙÙ Ø§ÙØªØ±Ø§Ø¬Ù ÙØ§ÙØ£Ø®Ø¨Ø§Ø± 
6449208,
5491797,
15843083,
6488057,
34210334,
2198274,
19297566,
16041712,
35269924,
7044549,
10471419,
287737,
11223480,
12753882,
11986492,
9428981,
18949637,
10886612,
3326542,The Sporty Fairies 
28220660,Tricksters 
30173564,From This Day Forward 
4679892,
17728877,Saga Vanir 
1758929,Marvel Graphic Novel 
16247648,Edelweiss Pirates 
25736973,Crystal Frost 
28789711,
6781646,
359855,Star Wars: The Force Unleashed 
24683749,
1266344,
16254443,I'll Never Let You Go 
130002,
59232,
24377513,
32877734,
29202332,
22855252,æåå°å¥³éå´ãã [Monthly Girls' Nozaki-kun] 
9568262,
13580268,Honeycote 
150251,
20589263,
9565639,
1240723,War God 
1099919,
34186238,
36492422,Binghamton 
33574161,
16169527,
192975,
336734,
518439,
10602457,
36682968,
26816107,Naruto True Chronicles 
13402752,
34850243,
63114,
29776988,
28217808,
1016881,
7737834,
2714960,
503342,I Was a Teenage Popsicle 
25779667,
27478744,
34262106,
15705280,
31572149,The Legend of Zelda: Twilight Princess 
29203113,
19874150,Cupid Falls 
35433683,
34504722,Paper Girls 
449034,
18209411,
28585313,
25988934,
18619212,
216160,The Wereling 
1120128,
69719,
83506,The Deptford Mice 
3738515,
7313408,Fredrik Welin 
19535135,
23206604,A Blacklick Valley Mystery 
27190530,Brooklyn Bruisers 
40378737,
4006,
16073766,Secrets in Silk 
36307982,Jamison Valley 
248170,
10075553,
33801718,El seÃ±or Baker 
26242790,Out of the Box 
19317324,
201126,
37764880,
17900715,
32141849,Emily Swanson Thrillers 
23012543,Batman: Earth One 
29146570,
6435965,Hetty Feather 
26215723,
18938315,
23524626,
22324189,
5978724,
30341585,
8480480,
34373438,
17856572,Watchmen 
40511517,Timber Creek 
41150385,
29532177,
5054490,
42095111,
2500202,
17344336,
16117978,
36373463,BjÃ¶rnstad 
16093810,
16241160,
36307674,King of Scars Duology 
31581220,Haunted Hearts Legacy 
35702808,Beaumont and Beasley  
35154365,S.T.A.G.S 
29154543,Harry Bosch 
16085007,
35604728,ããã­ã£ã³â³ / Laid-Back Camp 
110395,Agents of the Crown 
29567266,Marvel OGN 
9999,
43550983,
45242,
15814383,
841275,
40727203,Wicked Kingdoms 
28150977,
7932145,
24612266,
18873517,
161297,
22604311,Warhammer Heroes 
43842423,Ophelia Scale 
35672007,
13489919,Brothers Sinister 
28588459,
912147,
37930803,
109515,
12377445,
32867934,Legion of Angels 
6124415,
127447,
35193684,Westin Pack 
16164271,Locke & Key 
12959743,
25602380,Dove Chronicles 
1991039,Harry Hole 
34735014,
6270134,æ·±å¤é£å  [Shinya Shokudou] 
52415538,
29919756,
38580292,Constellation 
40221876,Sundering the Gods 
17664625,
2687519,
1239129,
48499480,
49856511,
52291658,
13446828,Happy Marriage?! 
25154582,
13336392,
33138615,
178759,
43961,
38598541,
35879387,
3084002,
41219986,
218902,
27169925,
24850378,Forever Evermore 
39926005,Green Creek 
1108130,
25853078,Frey & McGray 
21018113,
38309785,
37969554,
17874438,
6573379,
22608738,
42848696,Mayhem in Mayfair 
42932929,
13508021,Hope River 
43880319,
6359825,
48512902,
38362765,Impostors 
33984056,
35495848,
18160307,The Worst Witch 
34152811,
17262155,Bridget Jones 
25015110,Calvin und Nuri 
13420463,
15738358,
16411948,
40181531,
12539265,
6225943,
10689442,
10746622,
15716209,
12711889,
10497786,
10196362,
35388030,
36351890,Galaxy's Edge 
562747,Peach Girl 
2760915,
11889677,Perdida 
40646332,
22549202,The Tome of Bill 
8369940,
839157,
37514017,
7452300,
28404628,Jack Bryant 
34144464,
283689,
23615684,
17663753,à¦à¦¿à¦¶à§à¦° à¦à¦ªà¦¨à§à¦¯à¦¾à¦¸ à¦¸à¦®à¦à§à¦° 
8560132,According to Humphrey 
34499210,
38738413,
29567845,
22509955,The Terrible Two 
33395889,Dirty Duet 
18720186,Overworld Chronicles 
42185079,
52166786,The Daevabad Trilogy 
36373825,
45420379,
52756905,
17566864,The Accursed Kings 
52745490,
42245770,
20758093,
15287893,Little House: The Rose Years 
50694870,
26245850,
1648132,
45240918,Truly Devious 
332751,The Oracle Prophecies 
44871,
1201724,
2171936,
248622,Anybodies 
146776,
923935,
102534,
2243130,
806122,
5623268,
55354,
146738,
403129,
1522679,
208124,
18495,
87664,
121490,
35899,
5885743,
1033541,
1122786,
86451,Weather Warden 
137277,
50831,"Future History or ""Heinlein Timeline"" "
3116037,
214340,
78426,
9569,
203979,
85744,Blood Ties 
136542,
64773,Destiny's Children 
549454,Beacon Street Girls 
31324,
327281,
1354214,
291252,Strands 
47582,Rickey and G-Man 
19154,
3733663,
763426,
4986712,
3196021,
87992,
6297286,The Charmed Life 
1480082,
102132,Hap and Leonard 
614467,Grantham 
29556103,
2760362,
2727169,Secret Society 
109498,
1460064,
369030,
359757,Aloha Reef 
1114379,Eyeshield 21 
298419,Sonja Blue 
813710,
700262,
846355,
944213,
60971,Endgame 
1112516,Shiloh Legacy 
1100282,The Roman Mysteries 
1164589,
19298,The Drenai Saga 
1330492,
153197,
2650688,
598495,
3412334,
6498268,Feather 
1153485,
6145714,Charlie Parker 
4714565,Adventures of the Empire Princess 
880409,
3010034,
116297,
8456389,
7663384,
160629,Paddington Bear 
5980748,Primal Instinct 
6514109,Songbird 
128436,
382865,
578241,
213367,
1598040,
2427,Paul Madriani 
8649380,
6621214,
282240,The Ravenscliff 
230213,Eighth Doctor Adventures 
405552,
1397679,
2584942,
7090484,A Matter of Time 
1319311,
730250,
6052385,The Chosen Ones 
1425672,Chronicles of Sirkara 
6007953,
2333,
299085,
639833,Burke 
6139012,
8998651,
7890530,
397956,
150473,
31384,
1926498,La poussiÃ¨re du temps 
9955231,
1374111,
739424,
101887,
298019,
16556,
115306,The deWarenne Dynasty 
7231,
6537332,Joseph O'Loughlin 
5280587,
2064078,Przygody Joanny 
744834,
204479,High Heels 
105571,
5289303,Ãire's Viking 
3556730,The Disappearance 
219570,Shabanu 
4467968,
8076411,
5973099,The Kappa Psi Kappa Men 
101399,
9916282,
11262,Starbridge 
114135,
497648,
804742,
1441722,Laura Caxton 
4086725,
11415233,The Corescu Chronicles 
526852,
1605399,Saddle Club 
3093647,
10791451,
8782738,Lord of the White Hell 
7944608,
337008,Neanderthal Parallax 
66675,
7507889,The Agency 
86452,
8089484,
6309782,
1835479,
21643924,BirthRight Trilogy 
4959384,
9521859,
881649,Full Circle 
156990,
782178,
10421550,
8726184,
10381135,
2487131,HÃ©lÃ¨ne de Champlain 
12483882,
7602227,
479650,CHERUB 
9922078,
1241571,
6501392,Fairy School 
41589,
6091609,
10297152,
7973350,
233907,
6406200,Lyremouth Chronicles 
50617,
9461085,
107799,
139373,
2226289,Amy Gallup 
10439971,
11429971,
190344,Malory Towers 
3919080,
2804962,
664566,
3294302,
833550,
116367,Fern Capel 
1775733,
10318844,
588625,
529582,The DemonWars Saga 
1099085,
133620,
52560,
11344948,
6049962,Desperate Duchesses 
526672,Fullmetal Alchemist 
12052534,Goddess Girls 
1101665,
738540,
11671,
11284808,
5884279,
9517449,Knights of the Board Room 
6037286,
18891914,MacKinnon Curse 
879659,
11482,
13282921,
76952,The Hardy Boys 
1083382,Vampirates 
216537,
13078860,
1273062,
7061696,
251648,
9311559,Royal Babies 
11526739,
1764154,Myth and Magic 
242654,
1178136,Prowlers 
10660836,
1002498,Irish Trilogy 
283508,æ°ä¸ç´ã¨ã´ã¡ã³ã²ãªãªã³ / Neon Genesis Evangelion 
13415069,
674495,True to the Game 
190556,
2412176,
8248617,
14828027,
146219,
412286,åæ¢åµã³ãã³ [Meitantei Conan] 
202018,
59748,Soulmates Dissipate 
6043104,
6610562,Anya Kalinczyk 
3472342,Newbury and Hobbes 
1311355,Slam Dunk 
12430573,Night Feast 
10113312,
8540960,Carl Webster 
313267,Dark 
14945048,
1129616,
77959,
6148816,
37623,
7245795,
15767855,
111044,
19077876,
697409,Vampire Guardians 
138680,
187315,Children of the Lamp 
5220293,
131624,Star Trek: Deep Space Nine: Millenium 
114006,
13629912,
13563869,The L & L Mysteries 
11835768,Mitchell's & O'Hara's 
10098640,
590962,
7221800,
2618807,
351037,
15846228,Scanguards Vampires 
15995246,
13085293,Paranormal Public 
3156245,
8726694,
5931169,Santa Olivia 
15180457,
13044955,
15852992,
486319,
378519,Wedding Planner's Daughter 
12393316,
674640,
15735460,One Night with Sole Regret 
12213159,
384217,Beneath the Crown 
235185,Boston Jane 
203265,
6962221,
38617771,
1625089,
11530656,The Enchanters 
25418,
13224631,Bloody Jack 
16036611,The Velesi Trilogy 
16210411,Extraction 
106807,La trilogie Fabio Montale 
169872,Cecelia and Kate 
10257535,
6961997,
8311265,
1824216,Mrs. Jeffries  
13404803,
8639887,ChocoMimi 
953401,
6359599,Darke Academy 
93375,Akira: 6 Volumes 
365047,The Cooper Kids Adventures 
1052648,The Corps 
40261,
1151805,
13722924,
88885,Narratives of Empire 
11448421,Kinross Saga 
343192,
9893355,Pretty Little Liars 
368124,
1806144,
362591,Werewolf Saga 
1879966,Simon Bloom 
109387,
537116,The Histories of King Kelson 
236558,Invincible Ultimate Collection 
1931593,
99757,
6041626,
12814594,Ship Breaker 
13155343,Redwood Pack 
20451857,
6508077,
3395770,
1868421,Mrs. Jeffries  
18223625,
13382965,Siberian Volkov Pack 
12951824,Inn BoonsBoro Trilogy 
11508357,Jolie Wilkins 
95914,Tales of the Kingdom 
1657361,
641936,
14622971,
2065828,
50461,
10627210,Legacy 
17414621,
7163871,Emily Daggett Weiss 
8664814,
7666723,
532608,
11508183,
6790927,
205650,Inspector Rebus 
7351985,"The Shield, Sword, and Crown "
13022577,
824728,
17622147,
13488738,Clan MacDougall 
17676690,Highest Royal Coven of Europe 
1927997,Viking Quest 
11048703,Leland Dragon Series 
3212848,
12025117,
12885741,
16152797,
539436,Riverbank Stories 
15982604,
288088,
16140467,Witchwood Estate 
13299748,Timothy 
9666444,
6734445,
8477626,Haven 
10835994,
16173781,
17823473,
6605685,Against All Expectations 
2549,
13629892,Ben Coverdale 
15778636,Glass and Iron 
18088413,
720533,
7887877,
15770551,Guardians 
6850317,
925283,
15713419,Angelo & Angeline Chronicles: S.O.L.A.D.: Soldiers of Light Against Darkness 
16248264,
96965,
266485,
12991060,The Gifted Teens 
17932619,
18039219,Resisting Love 
15730656,
817377,
460645,
1907716,
8457961,
10555031,
190238,
8524429,
4455195,Cat Royal Adventures 
2888926,
999074,
1871379,Nemesis 
11105002,
13512781,
18002947,Witchwood Estate 
13425917,
343061,
5739373,Gabriel Allon 
13230186,
13637705,Johan Series 
6357433,
5983946,
12981613,
307220,
372623,
11210761,Edilean 
1996765,
743817,
8273636,
377991,
14480004,
2535743,
15989598,The Dispossessed 
3011919,
19197225,
663914,The New Adventures of Mary-Kate and Ashley 
17277755,
12567576,
202464,
559625,
146559,
17253002,
12195724,
8706170,Descendant Series 
11082037,Harry Bosch 
15060,
220755,
5819399,David Loogan 
551983,La ComÃ©die Humaine 
2781662,
13562054,
8673932,
1661460,Horrid Henry Early Reader 
648010,
36588,
20758519,ÙØµØ© Ø§ÙØ­Ø¶Ø§Ø±Ø© 
17043706,
16142151,The Sundering 
15726780,
13455459,The Time-Traveling Fashionista 
10425958,
8935883,Obsidian Mountain 
9283478,
528361,Paladin of Shadows 
292846,
7193970,
20946280,
13451563,
8433695,
19253120,
13514559,Exceptional 
13157070,
21841757,The Spanners 
14758892,
7877758,Beautiful Dead 
1677996,
20417707,
18241740,Her Billionaires 
15940448,
6278245,
18788435,
8472514,Half-Orcs 
12092375,Big Nate Novels 
18143768,
6327610,
21491054,Fierce 
8678316,
237020,Interstellar Service & Discipline 
6380494,
18005647,Die KÃ¤nguru-Chroniken 
270340,
11890811,Joe Pickett 
16085488,
9794577,Angel Beats! 
16281720,Hattie Moore 
21403405,
12220082,
1614290,
17199775,A New World 
15700405,
119013,Stealing Some Time 
18012909,Chronoptika 
1085376,
15981709,Egil and Nix 
21948425,The Company 
9369881,
22151316,
857705,
17334266,
5956547,
18651980,
830382,
4099,
14289261,The Murder Notebooks 
22092528,
16101026,The Cahill Witch Chronicles 
9791910,Unremembered 
2270400,
13505200,
20597658,
8288779,
6922718,
9661208,
17887021,
4228673,
19500522,
22057549,
389707,Yellow Rose Trilogy 
23240336,
10626634,
22555388,Dragons MC 
15812170,Killer Instincts 
17834112,Alpha Pack 
6419292,
8997745,
6476887,
298739,
20767943,
12679402,
25856,
22477,
186337,
7071785,
13041100,
22963656,
13074999,The St. Croix Chronicles 
20559695,In the Company of Killers 
845331,
254659,
17185682,Dark Protectors 
10765906,Shadow Reader 
13586756,The Hunting 
1417705,
6398450,
18134905,
22416496,Iron Butterfly 
8074831,Otherworld/Sisters of the Moon 
190054,
2320230,
9846485,
22930159,Wolves of Willow Bend 
17985066,
21406652,Black Wings 
25246975,
16048280,Tempting SEALs 
11367737,
13624584,Something Strange and Deadly 
6477793,
12972637,
133018,
17693021,Motel Mini 
309205,
28294,
15748217,The Amish of Ephrata 
16074568,Rogue Angel 
18805911,
1677880,
10085898,La Horda del Diablo 
19777989,
7787487,
877598,
17832046,
20806202,Twist Me 
269795,The Barrytown Trilogy 
7202372,
886620,
12160933,Delta Force 
10021764,Supernatural 
17699906,Unrestrained 
22388165,Bourbon 
439981,Morland Dynasty 
23612396,
177333,
18760891,
2535,
12000129,
18071980,
13615755,
17737981,Riding The Line 
133017,
22212838,
20618110,Solitaire 
12754069,The Last King of Legends 
1547361,
22007695,The Good Bye Series 
12989100,
13733,Bleach 
7147517,Musashi 
3596725,
17739489,
21442771,
4428699,Webster Fields Trilogy 
18691014,
20760400,
17192054,
10383217,
4901378,ZeeÃ«n van tijd 
20976417,
85317,
1944019,Miss Silver 
17570274,Shadow Agents 
2628667,
824765,Reborn! 
11278959,
17949010,
12986169,Wildefire 
500719,
120566,
420735,Famous Firsts 
9470106,
398145,
23256978,GlasblÃ¤ser-Saga 
3277674,Detective Ella Marconi 
12456972,
13491829,
22175890,
6280641,Pirates & Faith 
18221995,The Tameness of the Wolf 
12593546,
10996959,
109901,Walt Longmire 
17227745,Eyes Wide Open 
25081922,
22886104,Southern Roots 
15743305,
2447010,
1705697,
255685,
18105262,
21922393,Women & War 
1198981,ÐÐµÐ·Ð½Ð°Ð¹ÐºÐ° 
26636254,
25320990,
22521951,
22390073,
1312352,MÃ¼tter-Mafia 
18693621,Reapers MC 
25000053,Jail Bait 
1490767,
19308365,Forever 
21588076,Perfect 
25669499,
27778826,
575135,
365257,
23472563,
16286376,
6484568,Nina Wilde & Eddie Chase 
25072821,Dark Hope 
23847973,Virtue Falls 
256976,
9386880,
387627,
273331,
25311963,
22553196,He's Into Her 
10207851,
23830659,Frank Friendship 
1945842,
7829373,Wandering Son 
9795894,
6288206,
13432683,Engelsfors 
22609257,Red Sparrow Trilogy 
8373331,
13418790,
11204517,
7171620,Monster Princess 
16152258,
6269012,
16161852,H&W Investigations 
12087888,Last Chance 
26134245,
26067192,Summer Hill 
11322991,Dragon Souls 
23497722,
17193828,
13241511,
15924002,
6649318,
25033533,
968330,StarBridge 
6862,
22877206,New Species 
1654076,
6284956,
1103211,
11438693,The Blackwell Pages 
20490970,
25530340,Legal Affairs 
3143473,
20737479,Slater Brothers 
13643709,
17838388,
15727199,
24838293,Wolf's-own 
22791973,
18693771,
5486,
13270,
321441,
114134,
28247930,Secrets of the Werebears 
23245731,Helen of Sparta 
6124293,
24873017,
22836575,99 Days 
20599898,
18296529,The Ghost Files 
22390262,Walk of Shame 
26186298,
31178193,
96739,
24357777,
2295713,
17340753,
26150825,
21350894,DI  Marnie Rome 
24966094,
18114578,Spirit Animals 
11962848,
78216,
12814556,Monster High 
18114185,
17566814,Midnight Thief 
4026382,
15808728,A Book Collector Mystery 
29509876,
25547711,
3849637,Apocalipsis Z 
20691534,Highland Wishes 
16052983,The Videssos Books 
26770411,
424307,
9628743,
1274366,
129562,Awakening 
6019841,ÙØ§ÙØªØ§Ø²ÙØ§ 
7188088,Blast 
25371234,Par le sang 
2112260,
11594289,Winterling 
26068847,
27272223,
11282392,
18498565,
89796,Point Horror 
15812211,Old Filth 
12788665,"Civil War: 1861-1865, Western Theater "
22747926,DCI Lorraine Fisher 
540372,The Saga of Arturo Bandini 
769254,
20011917,Dork Diaries 
492050,Yashim the Eunuch 
851993,
27779008,Doon 
15808839,
26792284,
15714701,
18684302,
8914351,
15788244,
21529344,Die Verratenen 
579696,
24308751,Last Call 
25553727,Wayward 
28505629,
21845122,The Atlantis Grail 
268172,
29954513,After It Happened 
27650036,
3785646,Susan Ryeland 
266203,
73449,
22873629,
1109962,
209176,
17221418,
14663202,
17932303,Kindrily 
1579805,
28698036,
981674,The Shapeshifter 
32852494,Midnight Ice 
11231500,
163597,Autobiography 
266315,
13330370,The Last Policeman 
5965768,
26458136,Born 
11738128,Spindle Cove 
25139443,
74023,
2615,
21806701,InCryptid 
3068583,
29215404,SÃ¡u NgÆ°á»i Äi Kháº¯p Tháº¿ Gian 
28588568,
25454883,Never Never 
31944708,
51652,
245,
1275466,
15836079,
35642332,
22917292,
31451267,The Bone Season 
16092672,
859500,
884259,
12788061,Dance of Shadows 
26891429,The Passage 
8539932,
11529239,
413678,
13513248,
16065963,Ø¹Ø¬Ø§ÙØ¨ Ø§ÙØ¢Ø«Ø§Ø± ÙÙ Ø§ÙØªØ±Ø§Ø¬Ù ÙØ§ÙØ£Ø®Ø¨Ø§Ø±  
22717420,Wild 
26072623,
31805700,
32794590,
882541,
25575635,Tanggang 
5949,
31284338,
28517453,
3526,
11902346,
1142145,
25591735,
24805680,
6387525,Rainbow Magic 
18038947,
14885892,
7142382,
9434882,Tom Clancy's Op-Center 
14623839,Tudemarie 
989584,Inspector Banks 
23281902,Man Made Boy 
37510880,
17261194,
23259316,The Sinclairs 
35795918,The Traitor's Circle 
1035124,
15721624,
36382516,Wildstone 
24303811,
29746614,The Starlight Chronicles 
36350024,
22855253,æåå°å¥³éå´ãã [Monthly Girls' Nozaki-kun] 
33296129,Girl Meets Duke 
17397913,Over the Edge 
26571344,
37512822,
31451186,Borne 
36515426,
34348269,
34681350,
38137746,
30977572,City of Spires 
835,Harrington on Hold 'em 
12612942,
31573378,
9895917,
36106288,
132876,
38390771,Life After 
33917881,Five Nights at Freddy's 
12818399,
25658482,
294754,
24039408,
9315328,
12141601,
809134,
27812298,Dark Fairy Tale Queen 
3297694,
23492681,
3399321,
25816352,
769515,The Wereling 
37784674,
76022,
34913575,
26112217,
33007105,
31938717,El seÃ±or Baker 
6971900,
201901,
157456,
26029281,
118065,
12791521,Batman: Earth One 
34197480,
575836,
22590196,Romantic Suspense 
22753116,
203968,
17884769,
289028,
40053041,
26802440,
2159136,Tony Benn Diaries 
1051549,
5749851,Åwiat InkwizytorÃ³w 
36689878,Beaumont and Beasley  
17881,
17625212,
145270,
33359265,
827985,Stones in Water 
30842268,
43558243,
9663879,
41743264,Antonia Scott 
42202166,Reapers MC 
29000955,
29864658,Cell 7 Trilogy 
23630649,
23902117,"War and Peace, 4 Volumes "
13161686,
2059842,
32602422,Legion of Angels 
1069621,La llave del tiempo 
7803,
167913,
40776163,
338551,Jack Kirby's Fourth World 
34997447,Las reglas del boxeador 
17973777,
31841813,Dove Chronicles 
42773125,
28889274,
38507847,
36368624,Robin Wilde  
18490657,
13037619,
25813942,
32600741,
13417272,
49856637,
1973951,
52844904,
40189670,
14760974,Happy Marriage?! 
27405006,
38232344,Wayward Children 
49573443,The Temple of Empia Saga 
30259893,Fawkes and Baxter 
173129,
39735912,Warriors: The Broken Code 
1458813,
51803274,
25030631,The Vagrant 
13096218,
23257059,Frey & McGray 
40259644,
13167112,
15761389,
17278226,
40538709,
35993820,
38560268,Isabel Fielding 
41473851,Riverdale 
180078,
35715518,Crown of Feathers 
11023952,
762202,
36531567,The Worst Witch 
127570,
16006199,
36640079,
33282947,
12469702,
17701160,Aberrant  
16006132,Forever Fae 
41880043,
17831940,
8581223,
74274,TamÃ­r Triad 
272102,
13496161,
6215124,
6224528,
15991449,
1980195,
37640241,Galaxy's Edge 
7785536,
6145314,
36959639,Small Spaces 
43452918,The Black Witch Chronicles  
17160008,
42660831,
32622432,
22979094,
12980161,The Keepers Trilogy 
7183665,Mercedes Thompson Graphic Novels 
1604447,
17663768,à¦à¦¿à¦¶à§à¦° à¦à¦ªà¦¨à§à¦¯à¦¾à¦¸ à¦¸à¦®à¦à§à¦° 
13436366,
37810456,
18383325,
23008469,Worldwalker 
17080950,
39083635,Made 
18630840,Overworld Chronicles 
42994020,Miles Morales: Spider-Man 
43198002,
20657436,
17853340,
15994711,
23219490,The Mortal Instruments 
332753,The Oracle Prophecies 
164783,
30120345,Black 
49737,
946836,
50544,
207864,
549455,Beacon Street Girls 
59721,
309335,
721227,
162900,
1457464,
1869622,
2824517,
902555,Meine italienische Sippe 
875643,
2422554,
1223238,
387595,
1007334,Coramonde 
97715,
2502336,
430450,
121581,
3505944,The Boggart 
345919,
96263,Diary of a Crush 
59889,
64397,Stainless Steel Rat 
385530,
536790,The Chronicles of Amber 
64881,
336025,
1449897,
147924,
8675,
73189,
545935,
6440814,Bloom County: The Complete Library 
949410,
2250457,
24152,Judy Moody 
907432,
12528,
33453,A Love Story 
666349,
50902,
570758,
209222,
2056877,
1416653,
395006,
51684,
800282,
80521,
1741793,
5512,
3275890,Legend of the Four Soldiers 
907668,
5985337,
1893174,
1460626,Robert the Bruce 
1385692,Eyeshield 21 
839499,
96979,Xanth 
84586,Sonja Blue 
43334,
827902,The Named 
34295,
1272809,
60975,Endgame 
