id_genre,id_auteur
5,502875
27,502875
5,29479
5,63659
21,63659
5,32278
32,32278
5,3305
5,8933
45,8933
5,7176787
5,1155463
32,28083
45,28083
5,7415
5,53193
5,14002
32,14002
5,22645
5,8688
5,6944
5,7210024
32,7210024
1,77170
6,77170
5,19651
7,19651
5,66622
21,66622
32,5189455
5,7070007
6,5116245
37,5137209
2,6940334
5,18272391
37,4893411
1,7553558
2,3023973
5,3023973
5,4114202
32,5786511
37,5184237
58,6907993
37,1138074
37,3460411
5,4015097
2,2888174
37,4904383
37,10788120
58,8343145
1,5762295
6,8265262
2,18132401
5,6590097
2,4414284
7,2917423
2,5338829
5,7868651
37,5121644
32,6433390
2,4052252
37,2919033
45,2919033
2,5240334
2,1219684
58,7264719
32,6860531
6,4727364
32,6573431
5,5246390
5,6518554
58,6554179
2,4191700
32,7427793
37,585244
45,585244
32,191456
37,6284785
37,27206
45,27206
32,2599416
